Versao;Ano;Mes;Filial;Produto;Metrica;Volume;Receita;Custo;Margem
Orçado;2021;Jun;F0006;00017;vol_venda;16774;1937061,52;1413209,5;523852,02
Orçado;2021;Jun;F0006;00018;vol_venda;21274;2121868,76;1479606,7;642262,06
Orçado;2021;Jun;F0006;00019;vol_venda;119466;5875337,88;4188477,96;1686859,92
Orçado;2021;Jun;F0006;00020;vol_venda;26592;3543118,08;2481831,36;1061286,72
Orçado;2021;Jun;F0006;00021;vol_venda;33139;3205866,86;1834243,65;1371623,21
Orçado;2021;Jun;F0007;00017;vol_venda;68422;7901372,56;5764553,5;2136819,06
Orçado;2021;Jun;F0007;00018;vol_venda;61728;6156750,72;4293182,4;1863568,32
Orçado;2021;Jun;F0007;00019;vol_venda;226190;11124024,2;7930221,4;3193802,8
Orçado;2021;Jun;F0007;00020;vol_venda;63816;8502843,84;5955947,28;2546896,56
Orçado;2021;Jun;F0007;00021;vol_venda;144796;14007565,04;8014458,6;5993106,44
Orçado;2021;Jun;F0008;00001;vol_venda;752;30313,12;22462,24;7850,88
Orçado;2021;Jun;F0008;00002;vol_venda;167097;4865864,64;3532430,58;1333434,06
Orçado;2021;Jun;F0008;00003;vol_venda;36244;6356110,28;4585228,44;1770881,84
Orçado;2021;Jun;F0008;00004;vol_venda;38875;4036391,25;3032638,75;1003752,5
Orçado;2021;Jun;F0008;00005;vol_venda;82055;37204557,55;31594457,2;5610100,35
Orçado;2021;Jun;F0008;00006;vol_venda;12463;756254,84;353575,31;402679,53
Orçado;2021;Jun;F0008;00007;vol_venda;6231;3731745,9;2155614,45;1576131,45
Orçado;2021;Jun;F0008;00008;vol_venda;4738;549939,66;296361,9;253577,76
Orçado;2021;Jun;F0008;00009;vol_venda;7283;6910911,53;4006378,3;2904533,23
Orçado;2021;Jun;F0008;00010;vol_venda;53973;1727136;1138830,3;588305,7
Orçado;2021;Jun;F0008;00011;vol_venda;10443;3065751,51;2297460;768291,51
Orçado;2021;Jun;F0008;00012;vol_venda;8601;623056,44;418696,68;204359,76
Orçado;2021;Jun;F0008;00013;vol_venda;64590;3621561,3;2463462,6;1158098,7
Orçado;2021;Jun;F0008;00014;vol_venda;21851;249319,91;175245,02;74074,89
Orçado;2021;Jun;F0008;00015;vol_venda;48710;295669,7;112033;183636,7
Orçado;2021;Jun;F0008;00016;vol_venda;51866;249475,46;118254,48;131220,98
Orçado;2021;Jun;F0008;00017;vol_venda;8161;942432,28;687564,25;254868,03
Orçado;2021;Jun;F0008;00018;vol_venda;23256;2319553,44;1617454,8;702098,64
Orçado;2021;Jun;F0008;00019;vol_venda;30540;1501957,2;1070732,4;431224,8
Orçado;2021;Jun;F0008;00020;vol_venda;19570;2607506,8;1826468,1;781038,7
Orçado;2021;Jun;F0008;00021;vol_venda;29137;2818713,38;1612732,95;1205980,43
Orçado;2021;Jun;F0009;00001;vol_venda;8139;328083,09;243111,93;84971,16
Orçado;2021;Jun;F0009;00002;vol_venda;73942;2153191,04;1563133,88;590057,16
Orçado;2021;Jun;F0009;00003;vol_venda;17993;3155432,41;2276294,43;879137,98
Orçado;2021;Jun;F0009;00004;vol_venda;30071;3122271,93;2345838,71;776433,22
Orçado;2021;Jun;F0009;00005;vol_venda;22183;10057994,03;8541342,32;1516651,71
Orçado;2021;Jun;F0009;00006;vol_venda;128909;7822198,12;3657148,33;4165049,79
Orçado;2021;Jun;F0009;00007;vol_venda;15035;9004461,5;5201358,25;3803103,25
Orçado;2021;Jun;F0009;00008;vol_venda;58662;6808898,34;3669308,1;3139590,24
Orçado;2021;Jun;F0009;00009;vol_venda;23909;22687489,19;13152340,9;9535148,29
Orçado;2021;Jun;F0009;00010;vol_venda;54225;1735200;1144147,5;591052,5
Orçado;2021;Jun;F0009;00011;vol_venda;1479;434190,03;325380;108810,03
Orçado;2021;Jun;F0009;00013;vol_venda;45352;2542886,64;1729725,28;813161,36
Orçado;2021;Jun;F0009;00014;vol_venda;48310;551217,1;387446,2;163770,9
Orçado;2021;Jun;F0009;00015;vol_venda;283697;1722040,79;652503,1;1069537,69
Orçado;2021;Jun;F0009;00016;vol_venda;235391;1132230,71;536691,48;595539,23
Orçado;2021;Jun;F0009;00017;vol_venda;66300;7656324;5585775;2070549
Orçado;2021;Jun;F0009;00018;vol_venda;61127;6096806,98;4251382,85;1845424,13
Orçado;2021;Jun;F0009;00019;vol_venda;230457;11333875,26;8079822,42;3254052,84
Orçado;2021;Jun;F0009;00020;vol_venda;66055;8801168,2;6164913,15;2636255,05
Orçado;2021;Jun;F0009;00021;vol_venda;115352;11159152,48;6384733,2;4774419,28
Orçado;2021;Jun;F0010;00001;vol_venda;849;34223,19;25359,63;8863,56
Orçado;2021;Jun;F0010;00002;vol_venda;240184;6994158,08;5077489,76;1916668,32
Orçado;2021;Jun;F0010;00003;vol_venda;67897;11907096,89;8589649,47;3317447,42
Orçado;2021;Jun;F0010;00004;vol_venda;96683;10038595,89;7542240,83;2496355,06
Orçado;2021;Jun;F0010;00005;vol_venda;79383;35993046,03;30565630,32;5427415,71
Orçado;2021;Jun;F0010;00006;vol_venda;8432;511653,76;239215,84;272437,92
Orçado;2021;Jun;F0010;00007;vol_venda;4360;2611204;1508342;1102862
Orçado;2021;Jun;F0010;00008;vol_venda;3342;387905,94;209042,1;178863,84
Orçado;2021;Jun;F0010;00009;vol_venda;2618;2484246,38;1440161,8;1044084,58
Orçado;2021;Jun;F0010;00010;vol_venda;154546;4945472;3260920,6;1684551,4
Orçado;2021;Jun;F0010;00011;vol_venda;61210;17969419,7;13466200;4503219,7
Orçado;2021;Jun;F0010;00012;vol_venda;33295;2411889,8;1620800,6;791089,2
Orçado;2021;Jun;F0010;00013;vol_venda;100172;5616644,04;3820560,08;1796083,96
Orçado;2021;Jun;F0010;00014;vol_venda;12650;144336,5;101453;42883,5
Orçado;2021;Jun;F0010;00015;vol_venda;96836;587794,52;222722,8;365071,72
Orçado;2021;Jun;F0010;00016;vol_venda;71240;342664,4;162427,2;180237,2
Orçado;2021;Jun;F0010;00017;vol_venda;18608;2148851,84;1567724;581127,84
Orçado;2021;Jun;F0010;00018;vol_venda;26024;2595633,76;1809969,2;785664,56
Orçado;2021;Jun;F0010;00019;vol_venda;76037;3739499,66;2665857,22;1073642,44
Orçado;2021;Jun;F0010;00020;vol_venda;18755;2498916,2;1750404,15;748512,05
Orçado;2021;Jun;F0010;00021;vol_venda;55100;5330374;3049785;2280589
Orçado;2021;Jul;F0001;00017;vol_venda;49380;5702402,4;4160265;1542137,4
Orçado;2021;Jul;F0001;00018;vol_venda;64028;6386152,72;4453147,4;1933005,32
Orçado;2021;Jul;F0001;00019;vol_venda;98136;4826328,48;3440648,16;1385680,32
Orçado;2021;Jul;F0001;00020;vol_venda;44570;5938506,8;4159718,1;1778788,7
Orçado;2021;Jul;F0001;00021;vol_venda;159442;15424419,08;8825114,7;6599304,38
Orçado;2021;Jul;F0002;00001;vol_venda;398;16845,549;11888,26;4957,289
Orçado;2021;Jul;F0002;00002;vol_venda;6630;193065,6;140158,2;52907,4
Orçado;2021;Jul;F0002;00003;vol_venda;59675;10465204,75;7549484,25;2915720,5
Orçado;2021;Jul;F0002;00004;vol_venda;36683;3808795,89;2861640,83;947155,06
Orçado;2021;Jul;F0002;00005;vol_venda;68540;31076721,4;26390641,6;4686079,8
Orçado;2021;Jul;F0002;00006;vol_venda;15008;910685,44;425776,96;484908,48
Orçado;2021;Jul;F0002;00007;vol_venda;5090;3048401;1760885,5;1287515,5
Orçado;2021;Jul;F0002;00008;vol_venda;5266;611224,62;329388,3;281836,32
Orçado;2021;Jul;F0002;00009;vol_venda;4036;3829800,76;2220203,6;1609597,16
Orçado;2021;Jul;F0002;00010;vol_venda;36332;1162624;766605,2;396018,8
Orçado;2021;Jul;F0002;00011;vol_venda;13077;3839014,89;2876940;962074,89
Orçado;2021;Jul;F0002;00012;vol_venda;5091;368792,04;247829,88;120962,16
Orçado;2021;Jul;F0002;00013;vol_venda;32560;1825639,2;1241838,4;583800,8
Orçado;2021;Jul;F0002;00014;vol_venda;14217;162215,97;114020,34;48195,63
Orçado;2021;Jul;F0002;00015;vol_venda;81352;493806,64;187109,6;306697,04
Orçado;2021;Jul;F0002;00016;vol_venda;49585;238503,85;113053,8;125450,05
Orçado;2021;Jul;F0002;00017;vol_venda;5003;577746,44;421502,75;156243,69
Orçado;2021;Jul;F0002;00018;vol_venda;23255;2319453,7;1617385,25;702068,45
Orçado;2021;Jul;F0002;00019;vol_venda;41421;2037084,78;1452220,26;584864,52
Orçado;2021;Jul;F0002;00020;vol_venda;16676;2221910,24;1556371,08;665539,16
Orçado;2021;Jul;F0002;00021;vol_venda;41423;4007261,02;2292763,05;1714497,97
Orçado;2021;Jul;F0003;00001;vol_venda;985;39705,35;29421,95;10283,4
Orçado;2021;Jul;F0003;00002;vol_venda;2893;84244,16;61158,02;23086,14
Orçado;2021;Jul;F0003;00004;vol_venda;3204;332671,32;249944,04;82727,28
Orçado;2021;Jul;F0003;00005;vol_venda;2219;1006116,79;854403,76;151713,03
Orçado;2021;Jul;F0003;00006;vol_venda;45844;2781813,92;1300594,28;1481219,64
Orçado;2021;Jul;F0003;00007;vol_venda;6902;4133607,8;2387746,9;1745860,9
Orçado;2021;Jul;F0003;00008;vol_venda;20705;2403229,35;1295097,75;1108131,6
Orçado;2021;Jul;F0003;00009;vol_venda;3204;3040307,64;1762520,4;1277787,24
Orçado;2021;Jul;F0003;00010;vol_venda;5915;189280;124806,5;64473,5
Orçado;2021;Jul;F0003;00011;vol_venda;2958;868380,06;650760;217620,06
Orçado;2021;Jul;F0003;00013;vol_venda;23416;1312935,12;893086,24;419848,88
Orçado;2021;Jul;F0003;00014;vol_venda;38697;441532,77;310349,94;131182,83
Orçado;2021;Jul;F0003;00015;vol_venda;117817;715149,19;270979,1;444170,09
Orçado;2021;Jul;F0003;00016;vol_venda;133592;642577,52;304589,76;337987,76
Orçado;2021;Jul;F0003;00017;vol_venda;21936;2533169,28;1848108;685061,28
Orçado;2021;Jul;F0003;00018;vol_venda;38696;3859539,04;2691306,8;1168232,24
Orçado;2021;Jul;F0003;00019;vol_venda;77149;3794187,82;2704843,94;1089343,88
Orçado;2021;Jul;F0003;00020;vol_venda;27851;3710867,24;2599333,83;1111533,41
Orçado;2021;Jul;F0003;00021;vol_venda;81585;7892532,9;4515729,75;3376803,15
Orçado;2021;Jul;F0004;00001;vol_venda;2848;114802,88;85069,76;29733,12
Orçado;2021;Jul;F0004;00002;vol_venda;1253;36487,36;26488,42;9998,94
Orçado;2021;Jul;F0004;00003;vol_venda;70219;12314306,03;8883405,69;3430900,34
Orçado;2021;Jul;F0004;00004;vol_venda;57430;5962956,9;4480114,3;1482842,6
Orçado;2021;Jul;F0004;00005;vol_venda;50305;22808790,05;19369437,2;3439352,85
Orçado;2021;Jul;F0004;00006;vol_venda;9886;599882,48;280465,82;319416,66
Orçado;2021;Jul;F0004;00007;vol_venda;5234;3134642,6;1810702,3;1323940,3
Orçado;2021;Jul;F0004;00008;vol_venda;6831;792874,17;427279,05;365595,12
Orçado;2021;Jul;F0004;00009;vol_venda;1020;967888,2;561102;406786,2
Orçado;2021;Jul;F0004;00010;vol_venda;145245;4647840;3064669,5;1583170,5
Orçado;2021;Jul;F0004;00011;vol_venda;22538;6616480,66;4958360;1658120,66
Orçado;2021;Jul;F0004;00012;vol_venda;23842;1727114,48;1160628,56;566485,92
Orçado;2021;Jul;F0004;00013;vol_venda;74437;4173682,59;2839027,18;1334655,41
Orçado;2021;Jul;F0004;00014;vol_venda;5815;66349,15;46636,3;19712,85
Orçado;2021;Jul;F0004;00015;vol_venda;45651;277101,57;104997,3;172104,27
Orçado;2021;Jul;F0004;00016;vol_venda;52049;250355,69;118671,72;131683,97
Orçado;2021;Jul;F0004;00017;vol_venda;19045;2199316,6;1604541,25;594775,35
Orçado;2021;Jul;F0004;00018;vol_venda;25879;2581171,46;1799884,45;781287,01
Orçado;2021;Jul;F0004;00019;vol_venda;37219;1830430,42;1304898,14;525532,28
Orçado;2021;Jul;F0004;00020;vol_venda;21226;2828152,24;1981022,58;847129,66
Orçado;2021;Jul;F0004;00021;vol_venda;62954;6090169,96;3484503,9;2605666,06
Orçado;2021;Jul;F0005;00001;vol_venda;659;26564,29;19684,33;6879,96
Orçado;2021;Jul;F0005;00002;vol_venda;4121;120003,52;87117,94;32885,58
Orçado;2021;Jul;F0005;00003;vol_venda;47339;8301840,43;5988856,89;2312983,54
Orçado;2021;Jul;F0005;00004;vol_venda;31490;3269606,7;2456534,9;813071,799999999
Orçado;2021;Jul;F0005;00005;vol_venda;37817;17146605,97;14561057,68;2585548,29
Orçado;2021;Jul;F0005;00006;vol_venda;11679;708681,72;331333,23;377348,49
Orçado;2021;Jul;F0005;00007;vol_venda;2224;1331953,6;769392,8;562560,8
Orçado;2021;Jul;F0005;00008;vol_venda;5838;677616,66;365166,9;312449,76
Orçado;2021;Jul;F0005;00009;vol_venda;3966;3763377,06;2181696,6;1581680,46
Orçado;2021;Jul;F0005;00010;vol_venda;115815;3706080;2443696,5;1262383,5
Orçado;2021;Jul;F0005;00011;vol_venda;26553;7795164,21;5841660;1953504,21
Orçado;2021;Jul;F0005;00012;vol_venda;8967;649569,48;436513,56;213055,92
Orçado;2021;Jul;F0005;00013;vol_venda;48664;2728590,48;1856044,96;872545,52
Orçado;2021;Jul;F0005;00014;vol_venda;15712;179273,92;126010,24;53263,68
Orçado;2021;Jul;F0005;00015;vol_venda;79461;482328,27;182760,3;299567,97
Orçado;2021;Jul;F0005;00016;vol_venda;60822;292553,82;138674,16;153879,66
Orçado;2021;Jul;F0005;00017;vol_venda;16402;1894102,96;1381868,5;512234,46
Orçado;2021;Jul;F0005;00018;vol_venda;21272;2121669,28;1479467,6;642201,68
Orçado;2021;Jul;F0005;00019;vol_venda;32603;1603415,54;1143061,18;460354,36
Orçado;2021;Jul;F0005;00020;vol_venda;14805;1972618,2;1381750,65;590867,55
Orçado;2021;Jul;F0005;00021;vol_venda;52973;5124608,02;2932055,55;2192552,47
Orçado;2021;Jul;F0006;00001;vol_venda;13080;527254,8;390699,6;136555,2
Orçado;2021;Jul;F0006;00002;vol_venda;35930;1046281,6;759560,2;286721,4
Orçado;2021;Jul;F0006;00003;vol_venda;32933;5775460,21;4166353,83;1609106,38
Orçado;2021;Jul;F0006;00004;vol_venda;10842;1125724,86;845784,42;279940,44
Orçado;2021;Jul;F0006;00005;vol_venda;48686;22074719,26;18746057,44;3328661,82
Orçado;2021;Jul;F0006;00006;vol_venda;13910;844058,8;394626,7;449432,1
Orçado;2021;Jul;F0006;00007;vol_venda;2454;1469700,6;848961,3;620739,3
Orçado;2021;Jul;F0006;00008;vol_venda;10636;1234520,52;665281,8;569238,72
Orçado;2021;Jul;F0006;00009;vol_venda;7976;7568506,16;4387597,6;3180908,56
Orçado;2021;Jul;F0006;00010;vol_venda;76300;2441600;1609930;831670
Orçado;2021;Jul;F0006;00011;vol_venda;33750;9907987,5;7425000;2482987,5
Orçado;2021;Jul;F0006;00012;vol_venda;8591;622332,04;418209,88;204122,16
Orçado;2021;Jul;F0006;00013;vol_venda;54210;3039554,7;2067569,4;971985,3
Orçado;2021;Jul;F0006;00014;vol_venda;21890;249764,9;175557,8;74207,1
Orçado;2021;Jul;F0006;00015;vol_venda;29865;181280,55;68689,5;112591,05
Orçado;2021;Jul;F0006;00016;vol_venda;29661;142669,41;67627,08;75042,33
Orçado;2021;Jul;F0006;00017;vol_venda;11455;1322823,4;965083,75;357739,65
Orçado;2021;Jul;F0006;00018;vol_venda;28433;2835907,42;1977515,15;858392,27
Orçado;2021;Jul;F0006;00019;vol_venda;28641;1408564,38;1004153,46;404410,92
Orçado;2021;Jul;F0006;00020;vol_venda;1637;218113,88;152781,21;65332,67
Orçado;2021;Jul;F0006;00021;vol_venda;52366;5065886,84;2898458,1;2167428,74
Orçado;2021;Jul;F0007;00017;vol_venda;49380;5702402,4;4160265;1542137,4
Orçado;2021;Jul;F0007;00018;vol_venda;64028;6386152,72;4453147,4;1933005,32
Orçado;2021;Jul;F0007;00019;vol_venda;98136;4826328,48;3440648,16;1385680,32
Orçado;2021;Jul;F0007;00020;vol_venda;44570;5938506,8;4159718,1;1778788,7
Orçado;2021;Jul;F0007;00021;vol_venda;159442;15424419,08;8825114,7;6599304,38
Orçado;2021;Jul;F0008;00001;vol_venda;1444;58207,64;43132,28;15075,36
Orçado;2021;Jul;F0008;00002;vol_venda;6630;193065,6;140158,2;52907,4
Orçado;2021;Jul;F0008;00003;vol_venda;59675;10465204,75;7549484,25;2915720,5
Orçado;2021;Jul;F0008;00004;vol_venda;36683;3808795,89;2861640,83;947155,06
Orçado;2021;Jul;F0008;00005;vol_venda;68540;31076721,4;26390641,6;4686079,8
Orçado;2021;Jul;F0008;00006;vol_venda;15008;910685,44;425776,96;484908,48
Orçado;2021;Jul;F0008;00007;vol_venda;5090;3048401;1760885,5;1287515,5
Orçado;2021;Jul;F0008;00008;vol_venda;5266;611224,62;329388,3;281836,32
Orçado;2021;Jul;F0008;00009;vol_venda;4036;3829800,76;2220203,6;1609597,16
Orçado;2021;Jul;F0008;00010;vol_venda;36332;1162624;766605,2;396018,8
Orçado;2021;Jul;F0008;00011;vol_venda;13077;3839014,89;2876940;962074,89
Orçado;2021;Jul;F0008;00012;vol_venda;5091;368792,04;247829,88;120962,16
Orçado;2021;Jul;F0008;00013;vol_venda;32560;1825639,2;1241838,4;583800,8
Orçado;2021;Jul;F0008;00014;vol_venda;14217;162215,97;114020,34;48195,63
Orçado;2021;Jul;F0008;00015;vol_venda;81352;493806,64;187109,6;306697,04
Orçado;2021;Jul;F0008;00016;vol_venda;49585;238503,85;113053,8;125450,05
Orçado;2021;Jul;F0008;00017;vol_venda;5003;577746,44;421502,75;156243,69
Orçado;2021;Jul;F0008;00018;vol_venda;23255;2319453,7;1617385,25;702068,45
Orçado;2021;Jul;F0008;00019;vol_venda;41421;2037084,78;1452220,26;584864,52
Orçado;2021;Jul;F0008;00020;vol_venda;16676;2221910,24;1556371,08;665539,16
Orçado;2021;Jul;F0008;00021;vol_venda;41423;4007261,02;2292763,05;1714497,97
Orçado;2021;Jul;F0009;00001;vol_venda;5425;218681,75;162044,75;56637
Orçado;2021;Jul;F0009;00002;vol_venda;12570;366038,4;265729,8;100308,6
Orçado;2021;Jul;F0009;00004;vol_venda;3204;332671,32;249944,04;82727,28
Orçado;2021;Jul;F0009;00005;vol_venda;2219;1006116,79;854403,76;151713,03
Orçado;2021;Jul;F0009;00006;vol_venda;45844;2781813,92;1300594,28;1481219,64
Orçado;2021;Jul;F0009;00007;vol_venda;6902;4133607,8;2387746,9;1745860,9
Orçado;2021;Jul;F0009;00008;vol_venda;20705;2403229,35;1295097,75;1108131,6
Orçado;2021;Jul;F0009;00009;vol_venda;3204;3040307,64;1762520,4;1277787,24
Orçado;2021;Jul;F0009;00010;vol_venda;5915;189280;124806,5;64473,5
Orçado;2021;Jul;F0009;00011;vol_venda;2958;868380,06;650760;217620,06
Orçado;2021;Jul;F0009;00013;vol_venda;23416;1312935,12;893086,24;419848,88
Orçado;2021;Jul;F0009;00014;vol_venda;38697;441532,77;310349,94;131182,83
Orçado;2021;Jul;F0009;00015;vol_venda;117817;715149,19;270979,1;444170,09
Orçado;2021;Jul;F0009;00016;vol_venda;133592;642577,52;304589,76;337987,76
Orçado;2021;Jul;F0009;00017;vol_venda;21936;2533169,28;1848108;685061,28
Orçado;2021;Jul;F0009;00018;vol_venda;38696;3859539,04;2691306,8;1168232,24
Orçado;2021;Jul;F0009;00019;vol_venda;77149;3794187,82;2704843,94;1089343,88
Orçado;2021;Jul;F0009;00020;vol_venda;27851;3710867,24;2599333,83;1111533,41
Orçado;2021;Jul;F0009;00021;vol_venda;81585;7892532,9;4515729,75;3376803,15
Orçado;2021;Jul;F0010;00001;vol_venda;2848;114802,88;85069,76;29733,12
Orçado;2021;Jul;F0010;00002;vol_venda;126778;3691775,36;2680086,92;1011688,44
Orçado;2021;Jul;F0010;00003;vol_venda;70219;12314306,03;8883405,69;3430900,34
Orçado;2021;Jul;F0010;00004;vol_venda;57430;5962956,9;4480114,3;1482842,6
Orçado;2021;Jul;F0010;00005;vol_venda;50305;22808790,05;19369437,2;3439352,85
Orçado;2021;Jul;F0010;00006;vol_venda;9886;599882,48;280465,82;319416,66
Orçado;2021;Jul;F0010;00007;vol_venda;5234;3134642,6;1810702,3;1323940,3
Orçado;2021;Jul;F0010;00008;vol_venda;6831;792874,17;427279,05;365595,12
Orçado;2021;Jul;F0010;00009;vol_venda;1020;967888,2;561102;406786,2
Orçado;2021;Jul;F0010;00010;vol_venda;145245;4647840;3064669,5;1583170,5
Orçado;2021;Jul;F0010;00011;vol_venda;22538;6616480,66;4958360;1658120,66
Orçado;2021;Jul;F0010;00012;vol_venda;23842;1727114,48;1160628,56;566485,92
Orçado;2021;Jul;F0010;00013;vol_venda;74437;4173682,59;2839027,18;1334655,41
Orçado;2021;Jul;F0010;00014;vol_venda;5815;66349,15;46636,3;19712,85
Orçado;2021;Jul;F0010;00015;vol_venda;45651;277101,57;104997,3;172104,27
Orçado;2021;Jul;F0010;00016;vol_venda;52049;250355,69;118671,72;131683,97
Orçado;2021;Jul;F0010;00017;vol_venda;19045;2199316,6;1604541,25;594775,35
Orçado;2021;Jul;F0010;00018;vol_venda;25879;2581171,46;1799884,45;781287,01
Orçado;2021;Jul;F0010;00019;vol_venda;37219;1830430,42;1304898,14;525532,28
Orçado;2021;Jul;F0010;00020;vol_venda;21226;2828152,24;1981022,58;847129,66
Orçado;2021;Jul;F0010;00021;vol_venda;62954;6090169,96;3484503,9;2605666,06
Orçado;2021;Ago;F0001;00017;vol_venda;53774;6209821,52;4530459,5;1679362,02
Orçado;2021;Ago;F0001;00018;vol_venda;48334;4820833,16;3361629,7;1459203,46
Orçado;2021;Ago;F0001;00019;vol_venda;133286;6555005,48;4673007,16;1881998,32
Orçado;2021;Ago;F0001;00020;vol_venda;58798;7834245,52;5487617,34;2346628,18
Orçado;2021;Ago;F0001;00021;vol_venda;105458;10202006,92;5837100,3;4364906,62
Orçado;2021;Ago;F0002;00001;vol_venda;133;5629,2915;3972,71;1656,5815
Orçado;2021;Ago;F0002;00002;vol_venda;2100;61152;44394;16758
Orçado;2021;Ago;F0002;00003;vol_venda;40195;7048997,15;5085069,45;1963927,7
Orçado;2021;Ago;F0002;00004;vol_venda;32209;3344260,47;2512624,09;831636,379999999
Orçado;2021;Ago;F0002;00005;vol_venda;40105;18184008,05;15442029,2;2741978,85
Orçado;2021;Ago;F0002;00006;vol_venda;8162;495270,16;231555,94;263714,22
Orçado;2021;Ago;F0002;00007;vol_venda;5704;3416125,6;1973298,8;1442826,8
Orçado;2021;Ago;F0002;00008;vol_venda;2106;244443,42;131730,3;112713,12
Orçado;2021;Ago;F0002;00009;vol_venda;2370;2248916,7;1303737;945179,7
Orçado;2021;Ago;F0002;00010;vol_venda;26066;834112;549992,6;284119,4
Orçado;2021;Ago;F0002;00011;vol_venda;8513;2499161,41;1872860;626301,41
Orçado;2021;Ago;F0002;00012;vol_venda;4477;324313,88;217940,36;106373,52
Orçado;2021;Ago;F0002;00013;vol_venda;14655;821705,85;558941,7;262764,15
Orçado;2021;Ago;F0002;00014;vol_venda;11935;136178,35;95718,7;40459,65
Orçado;2021;Ago;F0002;00015;vol_venda;48093;291924,51;110613,9;181310,61
Orçado;2021;Ago;F0002;00016;vol_venda;36509;175608,29;83240,52;92367,77
Orçado;2021;Ago;F0002;00017;vol_venda;5354;618279,92;451074,5;167205,42
Orçado;2021;Ago;F0002;00018;vol_venda;17992;1794522,08;1251343,6;543178,48
Orçado;2021;Ago;F0002;00019;vol_venda;40634;1998380,12;1424628,04;573752,08
Orçado;2021;Ago;F0002;00020;vol_venda;14042;1870956,08;1310539,86;560416,22
Orçado;2021;Ago;F0002;00021;vol_venda;39404;3811942,96;2181011,4;1630931,56
Orçado;2021;Ago;F0003;00001;vol_venda;1116;44985,96;33334,92;11651,04
Orçado;2021;Ago;F0003;00002;vol_venda;3436;100056,32;72637,04;27419,28
Orçado;2021;Ago;F0003;00003;vol_venda;2464;432111,68;311720,64;120391,04
Orçado;2021;Ago;F0003;00004;vol_venda;4436;460589,88;346052,36;114537,52
Orçado;2021;Ago;F0003;00006;vol_venda;28345;1719974,6;804147,65;915826,95
Orçado;2021;Ago;F0003;00007;vol_venda;986;590515,4;341106,7;249408,7
Orçado;2021;Ago;F0003;00008;vol_venda;4189;486217,23;262021,95;224195,28
Orçado;2021;Ago;F0003;00009;vol_venda;3698;3509069,18;2034269,8;1474799,38
Orçado;2021;Ago;F0003;00013;vol_venda;10599;594285,93;404245,86;190040,07
Orçado;2021;Ago;F0003;00014;vol_venda;29332;334678,12;235242,64;99435,48
Orçado;2021;Ago;F0003;00015;vol_venda;133594;810915,58;307266,2;503649,38
Orçado;2021;Ago;F0003;00016;vol_venda;102537;493202,97;233784,36;259418,61
Orçado;2021;Ago;F0003;00017;vol_venda;33276;3842712,48;2803503;1039209,48
Orçado;2021;Ago;F0003;00018;vol_venda;18979;1892965,46;1319989,45;572976,01
Orçado;2021;Ago;F0003;00019;vol_venda;86268;4242660,24;3024556,08;1218104,16
Orçado;2021;Ago;F0003;00020;vol_venda;34263;4565202,12;3197765,79;1367436,33
Orçado;2021;Ago;F0003;00021;vol_venda;98097;9489903,78;5429668,95;4060234,83
Orçado;2021;Ago;F0004;00001;vol_venda;18454;743880,74;551220,98;192659,76
Orçado;2021;Ago;F0004;00002;vol_venda;1139;33167,68;24078,46;9089,22
Orçado;2021;Ago;F0004;00003;vol_venda;38815;6806986,55;4910485,65;1896500,9
Orçado;2021;Ago;F0004;00004;vol_venda;50449;5238119,67;3935526,49;1302593,18
Orçado;2021;Ago;F0004;00005;vol_venda;52630;23862968,3;20264655,2;3598313,1
Orçado;2021;Ago;F0004;00006;vol_venda;583;35376,44;16539,71;18836,73
Orçado;2021;Ago;F0004;00007;vol_venda;1599;957641,1;553174,05;404467,05
Orçado;2021;Ago;F0004;00008;vol_venda;582;67552,74;36404,1;31148,64
Orçado;2021;Ago;F0004;00009;vol_venda;437;414673,67;240393,7;174279,97
Orçado;2021;Ago;F0004;00010;vol_venda;64407;2061024;1358987,7;702036,3
Orçado;2021;Ago;F0004;00011;vol_venda;23118;6786751,26;5085960;1700791,26
Orçado;2021;Ago;F0004;00012;vol_venda;14540;1053277,6;707807,2;345470,4
Orçado;2021;Ago;F0004;00013;vol_venda;62954;3529830,78;2401065,56;1128765,22
Orçado;2021;Ago;F0004;00014;vol_venda;8288;94566,08;66469,76;28096,32
Orçado;2021;Ago;F0004;00015;vol_venda;18321;111208,47;42138,3;69070,17
Orçado;2021;Ago;F0004;00016;vol_venda;40563;195108,03;92483,64;102624,39
Orçado;2021;Ago;F0004;00017;vol_venda;10174;1174893,52;857159,5;317734,02
Orçado;2021;Ago;F0004;00018;vol_venda;8141;811983,34;566206,55;245776,79
Orçado;2021;Ago;F0004;00019;vol_venda;42018;2066445,24;1473151,08;593294,16
Orçado;2021;Ago;F0004;00020;vol_venda;12067;1607807,08;1126213,11;481593,97
Orçado;2021;Ago;F0004;00021;vol_venda;18901;1828482,74;1046170,35;782312,39
Orçado;2021;Ago;F0005;00001;vol_venda;18903;761979,93;564632,61;197347,32
Orçado;2021;Ago;F0005;00002;vol_venda;3132;91203,84;66210,48;24993,36
Orçado;2021;Ago;F0005;00003;vol_venda;42893;7522145,41;5426393,43;2095751,98
Orçado;2021;Ago;F0005;00004;vol_venda;31769;3298575,27;2478299,69;820275,58
Orçado;2021;Ago;F0005;00005;vol_venda;51300;23259933;19752552;3507381
