Filial	Produto	Versão	Mês	Volume	Receita	Custo	Margem
F0002	00004	Realizado	dez	1371,7	148832,6735	111286,5697	37546,10382
F0002	00004	Realizado	dez	3320,9	360325,4541	269425,9454	90899,50876
F0002	00004	Realizado	dez	2310	250640,4285	187411,224	63229,2045
F0002	00004	Realizado	dez	938,3	101807,755	76124,65432	25683,10069
F0002	00004	Realizado	dez	4765,2	517035,3982	386602,5821	130432,8161
F0002	00004	Realizado	dez	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	dez	1155	125320,2143	93705,612	31614,60225
F0002	00004	Realizado	dez	1515,8	164467,8621	122977,4603	41490,40181
F0002	00004	Realizado	fev	1947	211254,0755	157960,8888	53293,18665
F0002	00004	Realizado	fev	486,2	52753,84257	39445,60048	13308,24209
F0002	00004	Realizado	fev	3333	361638,3326	270407,6232	91230,70935
F0002	00004	Realizado	fev	1240,8	134629,7159	100666,6003	33963,11556
F0002	00004	Realizado	fev	96,8	10503,02748	7853,42272	2649,60476
F0002	00004	Realizado	fev	437,8	47502,32883	35518,88912	11983,43971
F0002	00004	Realizado	fev	511,5	55498,95203	41498,1996	14000,75243
F0002	00004	Realizado	fev	267,3	29002,67816	21686,15592	7316,522235
F0002	00004	Realizado	fev	1192,4	129378,2021	96739,88896	32638,31318
F0002	00004	Realizado	fev	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	fev	5776,1	626720,4238	468617,3034	158103,1204
F0002	00004	Realizado	fev	1444,3	156709,9441	117176,6367	39533,30739
F0002	00004	Realizado	fev	9892,3	1073337,797	802566,2559	270771,541
F0002	00004	Realizado	fev	3682,8	399592,4546	298787,0371	100805,4175
F0002	00004	Realizado	fev	289,3	31389,72986	23471,02472	7918,705135
F0002	00004	Realizado	fev	1300,2	141074,7555	105485,7461	35589,00939
F0002	00004	Realizado	fev	1515,8	164467,8621	122977,4603	41490,40181
F0002	00004	Realizado	fev	794,2	86172,56637	64433,76368	21738,80269
F0002	00004	Realizado	fev	3537,6	383837,9134	287006,903	96831,01032
F0002	00004	Realizado	fev	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	jan	6083	660019,7951	493516,2232	166503,5719
F0002	00004	Realizado	jan	413,6	44876,57196	33555,53344	11321,03852
F0002	00004	Realizado	jan	413,6	44876,57196	33555,53344	11321,03852
F0002	00004	Realizado	jan	291,5	31628,43503	23649,5116	7978,923425
F0002	00004	Realizado	jan	973,5	105627,0377	78980,4444	26646,59333
F0002	00004	Realizado	jan	316,8	34373,54448	25702,11072	8671,43376
F0002	00004	Realizado	jan	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	jan	291,5	31628,43503	23649,5116	7978,923425
F0002	00004	Realizado	jan	413,6	44876,57196	33555,53344	11321,03852
F0002	00004	Realizado	jan	5133,7	557018,5142	416499,1345	140519,3797
F0002	00004	Realizado	jan	1265	137255,4728	102629,956	34625,51675
F0002	00004	Realizado	jan	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	jan	559,9	60750,46577	45424,91096	15325,55481
F0002	00004	Realizado	jan	18051	1958575,92	1464484,85	494091,0695
F0002	00004	Realizado	jan	1227,6	133197,4849	99595,67904	33601,80582
F0002	00004	Realizado	jan	1227,6	133197,4849	99595,67904	33601,80582
F0002	00004	Realizado	jan	866,8	94049,83698	70323,83072	23726,00626
F0002	00004	Realizado	jan	2888,6	313419,8882	234353,2734	79066,61477
F0002	00004	Realizado	jan	938,3	101807,755	76124,65432	25683,10069
F0002	00004	Realizado	jan	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	jan	866,8	94049,83698	70323,83072	23726,00626
F0002	00004	Realizado	jan	1227,6	133197,4849	99595,67904	33601,80582
F0002	00004	Realizado	jan	15235	1653033,302	1236021,644	417011,6583
F0002	00004	Realizado	jan	3754,3	407350,3726	304587,8607	102762,5119
F0002	00004	Realizado	jan	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	jan	1661	180222,4034	134757,5944	45464,80895
F0002	00004	Realizado	jul	437,8	47502,32883	35518,88912	11983,43971
F0002	00004	Realizado	jul	949,3	103001,2809	77017,08872	25984,19214
F0002	00004	Realizado	jul	462	50128,0857	37482,2448	12645,8409
F0002	00004	Realizado	jul	1387,1	150503,6097	112535,9778	37967,63185
F0002	00004	Realizado	jul	365,2	39625,05822	29628,82208	9996,23614
F0002	00004	Realizado	jul	96,8	10503,02748	7853,42272	2649,60476
F0002	00004	Realizado	jul	96,8	10503,02748	7853,42272	2649,60476
F0002	00004	Realizado	jul	462	50128,0857	37482,2448	12645,8409
F0002	00004	Realizado	jul	875,6	95004,65766	71037,77824	23966,87942
F0002	00004	Realizado	jul	413,6	44876,57196	33555,53344	11321,03852
F0002	00004	Realizado	jul	1046,1	113504,3083	84870,51144	28633,7969
F0002	00004	Realizado	jul	584,1	63376,22264	47388,26664	15987,956
F0002	00004	Realizado	jul	316,8	34373,54448	25702,11072	8671,43376
F0002	00004	Realizado	jul	462	50128,0857	37482,2448	12645,8409
F0002	00004	Realizado	jul	559,9	60750,46577	45424,91096	15325,55481
F0002	00004	Realizado	jul	389,4	42250,81509	31592,17776	10658,63733
F0002	00004	Realizado	jul	656,7	71253,49325	53278,33368	17975,15957
F0002	00004	Realizado	jul	486,2	52753,84257	39445,60048	13308,24209
F0002	00004	Realizado	jul	122,1	13248,13694	9906,02184	3342,115095
F0002	00004	Realizado	jul	1300,2	141074,7555	105485,7461	35589,00939
F0002	00004	Realizado	jul	2816	305542,6176	228463,2064	77079,4112
F0002	00004	Realizado	jul	1371,7	148832,6735	111286,5697	37546,10382
F0002	00004	Realizado	jul	4115,1	446498,0205	333859,709	112638,3114
F0002	00004	Realizado	jul	1083,5	117562,2962	87904,7884	29657,50783
F0002	00004	Realizado	jul	289,3	31389,72986	23471,02472	7918,705135
F0002	00004	Realizado	jul	289,3	31389,72986	23471,02472	7918,705135
F0002	00004	Realizado	jul	1371,7	148832,6735	111286,5697	37546,10382
F0002	00004	Realizado	jul	2599,3	282030,1584	210882,2487	71147,90964
F0002	00004	Realizado	jul	1227,6	133197,4849	99595,67904	33601,80582
F0002	00004	Realizado	jul	3105,3	336932,3475	251934,2311	84998,11634
F0002	00004	Realizado	jul	1732,5	187980,3214	140558,418	47421,90338
F0002	00004	Realizado	jul	938,3	101807,755	76124,65432	25683,10069
F0002	00004	Realizado	jul	1371,7	148832,6735	111286,5697	37546,10382
F0002	00004	Realizado	jul	1661	180222,4034	134757,5944	45464,80895
F0002	00004	Realizado	jul	1155	125320,2143	93705,612	31614,60225
F0002	00004	Realizado	jul	1949,2	211492,7806	158139,3757	53353,40494
F0002	00004	Realizado	jul	1444,3	156709,9441	117176,6367	39533,30739
F0002	00004	Realizado	jul	360,8	39147,64788	29271,84832	9875,79956
F0002	00004	Realizado	jun	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	jun	462	50128,0857	37482,2448	12645,8409
F0002	00004	Realizado	jun	267,3	29002,67816	21686,15592	7316,522235
F0002	00004	Realizado	jun	243,1	26376,92129	19722,80024	6654,121045
F0002	00004	Realizado	jun	194,7	21125,40755	15796,08888	5329,318665
F0002	00004	Realizado	jun	72,6	7877,27061	5890,06704	1987,20357
F0002	00004	Realizado	jun	243,1	26376,92129	19722,80024	6654,121045
F0002	00004	Realizado	jun	291,5	31628,43503	23649,5116	7978,923425
F0002	00004	Realizado	jun	851,4	92378,90079	69074,42256	23304,47823
F0002	00004	Realizado	jun	1144	124126,6884	92813,1776	31313,5108
F0002	00004	Realizado	jun	2724,7	295636,353	221056,0009	74580,35217
F0002	00004	Realizado	jun	365,2	39625,05822	29628,82208	9996,23614
F0002	00004	Realizado	jun	3284,6	356386,8188	266480,9118	89905,90697
F0002	00004	Realizado	jun	291,5	31628,43503	23649,5116	7978,923425
F0002	00004	Realizado	jun	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	jun	1371,7	148832,6735	111286,5697	37546,10382
F0002	00004	Realizado	jun	794,2	86172,56637	64433,76368	21738,80269
F0002	00004	Realizado	jun	721,6	78295,29576	58543,69664	19751,59912
F0002	00004	Realizado	jun	577,5	62660,10713	46852,806	15807,30113
F0002	00004	Realizado	jun	216,7	23512,45925	17580,95768	5931,501565
F0002	00004	Realizado	jun	721,6	78295,29576	58543,69664	19751,59912
F0002	00004	Realizado	jun	866,8	94049,83698	70323,83072	23726,00626
F0002	00004	Realizado	jun	2526,7	274152,8877	204992,1817	69160,70607
F0002	00004	Realizado	jun	3393,5	368202,7247	275316,0124	92886,71233
F0002	00004	Realizado	jun	8087,2	877480,2049	656117,7709	221362,434
F0002	00004	Realizado	jun	1083,5	117562,2962	87904,7884	29657,50783
F0002	00004	Realizado	jun	9747,1	1057583,256	790786,1218	266797,1338
F0002	00004	Realizado	jun	866,8	94049,83698	70323,83072	23726,00626
F0002	00004	Realizado	mai	316,8	34373,54448	25702,11072	8671,43376
F0002	00004	Realizado	mai	413,6	44876,57196	33555,53344	11321,03852
F0002	00004	Realizado	mai	778,8	84501,63018	63184,35552	21317,27466
F0002	00004	Realizado	mai	462	50128,0857	37482,2448	12645,8409
F0002	00004	Realizado	mai	4185,5	454136,5859	339571,2892	114565,2967
F0002	00004	Realizado	mai	96,8	10503,02748	7853,42272	2649,60476
F0002	00004	Realizado	mai	462	50128,0857	37482,2448	12645,8409
F0002	00004	Realizado	mai	194,7	21125,40755	15796,08888	5329,318665
F0002	00004	Realizado	mai	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	mai	218,9	23751,16442	17759,44456	5991,719855
F0002	00004	Realizado	mai	437,8	47502,32883	35518,88912	11983,43971
F0002	00004	Realizado	mai	267,3	29002,67816	21686,15592	7316,522235
F0002	00004	Realizado	mai	938,3	101807,755	76124,65432	25683,10069
F0002	00004	Realizado	mai	1227,6	133197,4849	99595,67904	33601,80582
F0002	00004	Realizado	mai	2310	250640,4285	187411,224	63229,2045
F0002	00004	Realizado	mai	1371,7	148832,6735	111286,5697	37546,10382
F0002	00004	Realizado	mai	12419	1347490,685	1007558,438	339932,2471
F0002	00004	Realizado	mai	289,3	31389,72986	23471,02472	7918,705135
F0002	00004	Realizado	mai	1371,7	148832,6735	111286,5697	37546,10382
F0002	00004	Realizado	mai	577,5	62660,10713	46852,806	15807,30113
F0002	00004	Realizado	mai	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	mai	650,1	70537,37774	52742,87304	17794,5047
F0002	00004	Realizado	mai	1300,2	141074,7555	105485,7461	35589,00939
F0002	00004	Realizado	mai	794,2	86172,56637	64433,76368	21738,80269
F0002	00004	Realizado	mar	486,2	52753,84257	39445,60048	13308,24209
F0002	00004	Realizado	mar	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	mar	4599,1	499013,1579	373126,8226	125886,3352
F0002	00004	Realizado	mar	486,2	52753,84257	39445,60048	13308,24209
F0002	00004	Realizado	mar	1070,3	116130,0652	86833,86712	29296,19809
F0002	00004	Realizado	mar	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	mar	413,6	44876,57196	33555,53344	11321,03852
F0002	00004	Realizado	mar	4404,4	477887,7503	357330,7338	120557,0166
F0002	00004	Realizado	mar	291,5	31628,43503	23649,5116	7978,923425
F0002	00004	Realizado	mar	291,5	31628,43503	23649,5116	7978,923425
F0002	00004	Realizado	mar	535,7	58124,7089	43461,55528	14663,15362
F0002	00004	Realizado	mar	462	50128,0857	37482,2448	12645,8409
F0002	00004	Realizado	mar	218,9	23751,16442	17759,44456	5991,719855
F0002	00004	Realizado	mar	365,2	39625,05822	29628,82208	9996,23614
F0002	00004	Realizado	mar	1168,2	126752,4453	94776,53328	31975,91199
F0002	00004	Realizado	mar	122,1	13248,13694	9906,02184	3342,115095
F0002	00004	Realizado	mar	1444,3	156709,9441	117176,6367	39533,30739
F0002	00004	Realizado	mar	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	mar	13646,6	1480688,17	1107154,117	373534,0529
F0002	00004	Realizado	mar	1444,3	156709,9441	117176,6367	39533,30739
F0002	00004	Realizado	mar	3176,8	344690,2655	257735,0547	86955,21076
F0002	00004	Realizado	mar	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	mar	1227,6	133197,4849	99595,67904	33601,80582
F0002	00004	Realizado	mar	13069,1	1418028,062	1060301,311	357726,7517
F0002	00004	Realizado	mar	866,8	94049,83698	70323,83072	23726,00626
F0002	00004	Realizado	mar	866,8	94049,83698	70323,83072	23726,00626
F0002	00004	Realizado	mar	1588,4	172345,1327	128867,5274	43477,60538
F0002	00004	Realizado	mar	1371,7	148832,6735	111286,5697	37546,10382
F0002	00004	Realizado	mar	650,1	70537,37774	52742,87304	17794,5047
F0002	00004	Realizado	mar	1083,5	117562,2962	87904,7884	29657,50783
F0002	00004	Realizado	mar	3466,1	376079,9953	281206,0794	94873,9159
F0002	00004	Realizado	mar	360,8	39147,64788	29271,84832	9875,79956
F0002	00004	Realizado	nov	437,8	47502,32883	35518,88912	11983,43971
F0002	00004	Realizado	nov	170,5	18499,65068	13832,7332	4666,917475
F0002	00004	Realizado	nov	925,1	100375,524	75053,73304	25321,79095
F0002	00004	Realizado	nov	1776,5	192754,4248	144128,1556	48626,26918
F0002	00004	Realizado	nov	365,2	39625,05822	29628,82208	9996,23614
F0002	00004	Realizado	nov	122,1	13248,13694	9906,02184	3342,115095
F0002	00004	Realizado	nov	243,1	26376,92129	19722,80024	6654,121045
F0002	00004	Realizado	nov	243,1	26376,92129	19722,80024	6654,121045
F0002	00004	Realizado	nov	2238,5	242882,5105	181610,4004	61272,11008
F0002	00004	Realizado	nov	291,5	31628,43503	23649,5116	7978,923425
F0002	00004	Realizado	nov	680,9	73879,25012	55241,68936	18637,56076
F0002	00004	Realizado	nov	559,9	60750,46577	45424,91096	15325,55481
F0002	00004	Realizado	nov	267,3	29002,67816	21686,15592	7316,522235
F0002	00004	Realizado	nov	1300,2	141074,7555	105485,7461	35589,00939
F0002	00004	Realizado	nov	504,9	54782,83652	40962,73896	13820,09756
F0002	00004	Realizado	nov	2743,4	297665,347	222573,1394	75092,20763
F0002	00004	Realizado	nov	5271,2	571937,5873	427654,5645	144283,0228
F0002	00004	Realizado	nov	1083,5	117562,2962	87904,7884	29657,50783
F0002	00004	Realizado	nov	360,8	39147,64788	29271,84832	9875,79956
F0002	00004	Realizado	nov	721,6	78295,29576	58543,69664	19751,59912
F0002	00004	Realizado	nov	721,6	78295,29576	58543,69664	19751,59912
F0002	00004	Realizado	nov	6642,9	720770,2608	538941,1342	181829,1267
F0002	00004	Realizado	nov	866,8	94049,83698	70323,83072	23726,00626
F0002	00004	Realizado	nov	2021,8	219370,0512	164029,4427	55340,60851
F0002	00004	Realizado	nov	1661	180222,4034	134757,5944	45464,80895
F0002	00004	Realizado	nov	794,2	86172,56637	64433,76368	21738,80269
F0002	00004	Realizado	out	632,5	68627,73638	51314,978	17312,75838
F0002	00004	Realizado	out	1313,4	142506,9865	106556,6674	35950,31913
F0002	00004	Realizado	out	291,5	31628,43503	23649,5116	7978,923425
F0002	00004	Realizado	out	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	out	413,6	44876,57196	33555,53344	11321,03852
F0002	00004	Realizado	out	656,7	71253,49325	53278,33368	17975,15957
F0002	00004	Realizado	out	437,8	47502,32883	35518,88912	11983,43971
F0002	00004	Realizado	out	486,2	52753,84257	39445,60048	13308,24209
F0002	00004	Realizado	out	1313,4	142506,9865	106556,6674	35950,31913
F0002	00004	Realizado	out	632,5	68627,73638	51314,978	17312,75838
F0002	00004	Realizado	out	1533,4	166377,5035	124405,3554	41972,14813
F0002	00004	Realizado	out	1070,3	116130,0652	86833,86712	29296,19809
F0002	00004	Realizado	out	997,7	108252,7946	80943,80008	27308,99452
F0002	00004	Realizado	out	827,2	89753,14392	67111,06688	22642,07704
F0002	00004	Realizado	out	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	out	243,1	26376,92129	19722,80024	6654,121045
F0002	00004	Realizado	out	1435,5	155755,1234	116462,6892	39292,43423
F0002	00004	Realizado	out	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	out	1362,9	147877,8528	110572,6222	37305,23066
F0002	00004	Realizado	out	267,3	29002,67816	21686,15592	7316,522235
F0002	00004	Realizado	out	827,2	89753,14392	67111,06688	22642,07704
F0002	00004	Realizado	out	899,8	97630,41453	73001,13392	24629,28061
F0002	00004	Realizado	out	6958,6	755024,4527	564554,0014	190470,4513
F0002	00004	Realizado	out	1435,5	155755,1234	116462,6892	39292,43423
F0002	00004	Realizado	out	291,5	31628,43503	23649,5116	7978,923425
F0002	00004	Realizado	out	656,7	71253,49325	53278,33368	17975,15957
F0002	00004	Realizado	out	389,4	42250,81509	31592,17776	10658,63733
F0002	00004	Realizado	out	243,1	26376,92129	19722,80024	6654,121045
F0002	00004	Realizado	out	559,9	60750,46577	45424,91096	15325,55481
F0002	00004	Realizado	out	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	out	705,1	76505,00699	57205,04504	19299,96195
F0002	00004	Realizado	out	1877,7	203734,8626	152338,5521	51396,31052
F0002	00004	Realizado	out	3899,5	423104,9138	316367,9948	106736,919
F0002	00004	Realizado	out	866,8	94049,83698	70323,83072	23726,00626
F0002	00004	Realizado	out	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	out	1227,6	133197,4849	99595,67904	33601,80582
F0002	00004	Realizado	out	1949,2	211492,7806	158139,3757	53353,40494
F0002	00004	Realizado	out	1300,2	141074,7555	105485,7461	35589,00939
F0002	00004	Realizado	out	1444,3	156709,9441	117176,6367	39533,30739
F0002	00004	Realizado	out	3899,5	423104,9138	316367,9948	106736,919
F0002	00004	Realizado	out	1877,7	203734,8626	152338,5521	51396,31052
F0002	00004	Realizado	out	4548,5	493522,939	369021,6244	124501,3146
F0002	00004	Realizado	out	3176,8	344690,2655	257735,0547	86955,21076
F0002	00004	Realizado	out	2960,1	321177,8062	240154,097	81023,7092
F0002	00004	Realizado	out	2455,2	266394,9697	199191,3581	67203,61164
F0002	00004	Realizado	out	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	out	721,6	78295,29576	58543,69664	19751,59912
F0002	00004	Realizado	out	4260,3	462252,5617	345639,8431	116612,7186
F0002	00004	Realizado	out	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	out	4043,6	438740,1025	328058,8854	110681,217
F0002	00004	Realizado	out	794,2	86172,56637	64433,76368	21738,80269
F0002	00004	Realizado	out	2455,2	266394,9697	199191,3581	67203,61164
F0002	00004	Realizado	out	2671,9	289907,429	216772,3158	73135,11321
F0002	00004	Realizado	out	20650,3	2240606,078	1675367,099	565238,9791
F0002	00004	Realizado	out	4260,3	462252,5617	345639,8431	116612,7186
F0002	00004	Realizado	out	866,8	94049,83698	70323,83072	23726,00626
F0002	00004	Realizado	out	1949,2	211492,7806	158139,3757	53353,40494
F0002	00004	Realizado	out	1155	125320,2143	93705,612	31614,60225
F0002	00004	Realizado	out	721,6	78295,29576	58543,69664	19751,59912
F0002	00004	Realizado	out	1661	180222,4034	134757,5944	45464,80895
F0002	00004	Realizado	out	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	out	2094,4	227247,3218	169919,5098	57327,81208
F0002	00004	Realizado	set	559,9	60750,46577	45424,91096	15325,55481
F0002	00004	Realizado	set	437,8	47502,32883	35518,88912	11983,43971
F0002	00004	Realizado	set	365,2	39625,05822	29628,82208	9996,23614
F0002	00004	Realizado	set	1289,2	139881,2296	104593,3117	35287,91794
F0002	00004	Realizado	set	365,2	39625,05822	29628,82208	9996,23614
F0002	00004	Realizado	set	559,9	60750,46577	45424,91096	15325,55481
F0002	00004	Realizado	set	8078,4	876525,3842	655403,8234	221121,5609
F0002	00004	Realizado	set	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	set	365,2	39625,05822	29628,82208	9996,23614
F0002	00004	Realizado	set	778,8	84501,63018	63184,35552	21317,27466
F0002	00004	Realizado	set	341	36999,30135	27665,4664	9333,83495
F0002	00004	Realizado	set	1661	180222,4034	134757,5944	45464,80895
F0002	00004	Realizado	set	1300,2	141074,7555	105485,7461	35589,00939
F0002	00004	Realizado	set	1083,5	117562,2962	87904,7884	29657,50783
F0002	00004	Realizado	set	3826,9	415227,6432	310477,9278	104749,7155
F0002	00004	Realizado	set	1083,5	117562,2962	87904,7884	29657,50783
F0002	00004	Realizado	set	1661	180222,4034	134757,5944	45464,80895
F0002	00004	Realizado	set	23971,2	2600931,532	1944793,044	656138,4878
F0002	00004	Realizado	set	1010,9	109685,0256	82014,72136	27670,30426
F0002	00004	Realizado	set	1083,5	117562,2962	87904,7884	29657,50783
F0002	00004	Realizado	set	2310	250640,4285	187411,224	63229,2045
F0002	00004	Realizado	set	1010,9	109685,0256	82014,72136	27670,30426
F0003	00004	Realizado	abr	2526,7	274152,8877	204992,1817	69160,70607
F0003	00004	Realizado	abr	6961,9	755382,5105	564821,7318	190560,7787
F0003	00004	Realizado	ago	794,2	86172,56637	64433,76368	21738,80269
F0003	00004	Realizado	ago	504,9	54782,83652	40962,73896	13820,09756
F0003	00004	Realizado	ago	2187,9	237392,2916	177505,2022	59887,08941
F0003	00004	Realizado	ago	1392,6	151100,3726	112982,195	38118,17757
F0003	00004	Realizado	dez	1010,9	109685,0256	82014,72136	27670,30426
F0003	00004	Realizado	dez	289,3	31389,72986	23471,02472	7918,705135
F0003	00004	Realizado	dez	650,1	70537,37774	52742,87304	17794,5047
F0003	00004	Realizado	dez	2785,2	302200,7452	225964,3901	76236,35514
F0003	00004	Realizado	dez	795,3	86291,91896	64523,00712	21768,91184
F0003	00004	Realizado	dez	1790,8	194306,0084	145288,3203	49017,68806
F0003	00004	Realizado	fev	6353,6	689380,531	515470,1094	173910,4215
F0003	00004	Realizado	fev	2671,9	289907,429	216772,3158	73135,11321
F0003	00004	Realizado	fev	17505,4	1899377,038	1420220,104	479156,9335
F0003	00004	Realizado	fev	7360,1	798588,1462	597127,857	201460,2892
F0003	00004	Realizado	jan	1227,6	133197,4849	99595,67904	33601,80582
F0003	00004	Realizado	jan	3105,3	336932,3475	251934,2311	84998,11634
F0003	00004	Realizado	jan	1300,2	141074,7555	105485,7461	35589,00939
F0003	00004	Realizado	jan	650,1	70537,37774	52742,87304	17794,5047
F0003	00004	Realizado	jan	3381,4	366889,8463	274334,3346	92555,51173
F0003	00004	Realizado	jan	8553,6	928085,701	693956,9894	234128,7115
F0003	00004	Realizado	jan	3580,5	388492,6642	290487,3972	98005,26698
F0003	00004	Realizado	jan	1790,8	194306,0084	145288,3203	49017,68806
F0003	00004	Realizado	jul	938,3	101807,755	76124,65432	25683,10069
F0003	00004	Realizado	jul	2586,1	280597,9273	209811,3274	70786,5999
F0003	00004	Realizado	jun	360,8	39147,64788	29271,84832	9875,79956
F0003	00004	Realizado	jun	2743,4	297665,347	222573,1394	75092,20763
F0003	00004	Realizado	jun	4043,6	438740,1025	328058,8854	110681,217
F0003	00004	Realizado	jun	1010,9	109685,0256	82014,72136	27670,30426
F0003	00004	Realizado	jun	650,1	70537,37774	52742,87304	17794,5047
F0003	00004	Realizado	jun	994,4	107894,7368	80676,06976	27218,66708
F0003	00004	Realizado	jun	7559,2	820190,9641	613280,9197	206910,0444
F0003	00004	Realizado	jun	11139,7	1208683,628	903768,3169	304915,3114
F0003	00004	Realizado	jun	2785,2	302200,7452	225964,3901	76236,35514
F0003	00004	Realizado	jun	1790,8	194306,0084	145288,3203	49017,68806
F0003	00004	Realizado	mai	216,7	23512,45925	17580,95768	5931,501565
F0003	00004	Realizado	mai	1805,1	195857,592	146448,485	49409,10695
F0003	00004	Realizado	mai	597,3	64808,45366	48459,18792	16349,26574
F0003	00004	Realizado	mai	4973,1	539593,0368	403469,5922	136123,4445
F0003	00004	Realizado	mar	1732,5	187980,3214	140558,418	47421,90338
F0003	00004	Realizado	mar	1444,3	156709,9441	117176,6367	39533,30739
F0003	00004	Realizado	mar	4548,5	493522,939	369021,6244	124501,3146
F0003	00004	Realizado	mar	4774	517990,2189	387316,5296	130673,6893
F0003	00004	Realizado	mar	3978,7	431698,2999	322793,5225	108904,7775
F0003	00004	Realizado	mar	12532,3	1359784,001	1016750,512	343033,489
F0003	00004	Realizado	nov	1300,2	141074,7555	105485,7461	35589,00939
F0003	00004	Realizado	nov	938,3	101807,755	76124,65432	25683,10069
F0003	00004	Realizado	nov	1588,4	172345,1327	128867,5274	43477,60538
F0003	00004	Realizado	nov	1300,2	141074,7555	105485,7461	35589,00939
F0003	00004	Realizado	nov	3580,5	388492,6642	290487,3972	98005,26698
F0003	00004	Realizado	nov	2586,1	280597,9273	209811,3274	70786,5999
F0003	00004	Realizado	nov	4375,8	474784,5831	355010,4043	119774,1788
F0003	00004	Realizado	nov	3580,5	388492,6642	290487,3972	98005,26698
F0003	00004	Realizado	out	1515,8	164467,8621	122977,4603	41490,40181
F0003	00004	Realizado	out	1371,7	148832,6735	111286,5697	37546,10382
F0003	00004	Realizado	out	360,8	39147,64788	29271,84832	9875,79956
F0003	00004	Realizado	out	2021,8	219370,0512	164029,4427	55340,60851
F0003	00004	Realizado	out	3105,3	336932,3475	251934,2311	84998,11634
F0003	00004	Realizado	out	721,6	78295,29576	58543,69664	19751,59912
F0003	00004	Realizado	out	1515,8	164467,8621	122977,4603	41490,40181
F0003	00004	Realizado	out	1010,9	109685,0256	82014,72136	27670,30426
F0003	00004	Realizado	out	4177,8	453301,1178	338946,5851	114354,5327
F0003	00004	Realizado	out	3779,6	410095,4821	306640,4598	103455,0222
F0003	00004	Realizado	out	994,4	107894,7368	80676,06976	27218,66708
F0003	00004	Realizado	out	5570,4	604401,4904	451928,7802	152472,7103
F0003	00004	Realizado	out	8553,6	928085,701	693956,9894	234128,7115
F0003	00004	Realizado	out	1988,8	215789,4737	161352,1395	54437,33416
F0003	00004	Realizado	out	4177,8	453301,1178	338946,5851	114354,5327
F0003	00004	Realizado	out	2785,2	302200,7452	225964,3901	76236,35514
F0004	00004	Realizado	abr	831,6	90230,55426	67468,04064	22762,51362
F0004	00004	Realizado	abr	933,9	101330,3447	75767,68056	25562,66411
F0004	00004	Realizado	abr	727,1	78892,05869	58989,91384	19902,14485
F0004	00004	Realizado	abr	4361,5	473232,9995	353850,2396	119382,7599
F0004	00004	Realizado	abr	2076,8	225337,6805	168491,6147	56846,06576
F0004	00004	Realizado	abr	3427,6	371902,6549	278082,559	93820,09582
F0004	00004	Realizado	abr	1074,7	116607,4755	87190,84088	29416,63467
F0004	00004	Realizado	abr	762,3	82711,34141	61845,70392	20865,63749
F0004	00004	Realizado	abr	1626,9	176522,4732	131991,0478	44531,42546
F0004	00004	Realizado	abr	933,9	101330,3447	75767,68056	25562,66411
F0004	00004	Realizado	abr	727,1	78892,05869	58989,91384	19902,14485
F0004	00004	Realizado	abr	3007,4	326309,9674	243991,565	82318,40243
F0004	00004	Realizado	abr	3383,6	367128,5515	274512,8214	92615,73002
F0004	00004	Realizado	abr	2631,2	285491,3833	213470,3085	72021,07484
F0004	00004	Realizado	abr	15788,3	1713067,653	1280911,094	432156,5582
F0004	00004	Realizado	abr	7518,5	815774,9185	609978,9124	205796,0061
F0004	00004	Realizado	abr	12404,7	1345939,101	1006398,273	339540,8282
F0004	00004	Realizado	abr	3884,1	421433,9776	315118,5866	106315,391
F0004	00004	Realizado	abr	2756,6	299097,578	223644,0606	75453,51737
F0004	00004	Realizado	abr	5889,4	639013,7401	477809,3778	161204,3623
F0004	00004	Realizado	abr	3383,6	367128,5515	274512,8214	92615,73002
F0004	00004	Realizado	abr	2631,2	285491,3833	213470,3085	72021,07484
