Versao	Meses	Centro_Custo	Conta	Medida	Valor
Orçado	Jun	20.104.012	30.123	Valor	2887,64
Orçado	Jun	20.104.012	40.101	Valor	2932,58
Orçado	Jun	20.104.012	40.102	Valor	2977,53
Orçado	Jun	30.106.017	30.110	Valor	3022,47
Orçado	Jun	30.106.017	30.111	Valor	3067,42
Orçado	Jun	30.106.017	30.112	Valor	3112,36
Orçado	Jun	30.106.017	30.113	Valor	3157,30
Orçado	Jun	30.106.017	30.114	Valor	3202,25
Orçado	Jun	30.106.017	30.115	Valor	3247,19
Orçado	Jun	30.106.017	30.116	Valor	3292,13
Orçado	Jun	30.106.017	30.117	Valor	3337,08
Orçado	Jun	30.106.017	30.119	Valor	3382,02
Orçado	Jun	30.106.017	30.120	Valor	3426,97
Orçado	Jun	30.106.017	30.121	Valor	3471,91
Orçado	Jun	30.106.017	30.122	Valor	3516,85
Orçado	Jun	30.106.017	30.123	Valor	3561,80
Orçado	Jun	30.106.017	40.101	Valor	3606,74
Orçado	Jun	30.106.017	40.102	Valor	3651,69
Orçado	Jun	40.110.024	30.110	Valor	3696,63
Orçado	Jun	40.110.024	30.111	Valor	3741,57
Orçado	Jun	40.110.024	30.112	Valor	3786,52
Orçado	Jun	40.110.024	30.113	Valor	3831,46
Orçado	Jun	40.110.024	30.114	Valor	3876,40
Orçado	Jun	40.110.024	30.115	Valor	3921,35
Orçado	Jun	40.110.024	30.116	Valor	3966,29
Orçado	Jun	40.110.024	30.117	Valor	4011,24
Orçado	Jun	40.110.024	30.119	Valor	4056,18
Orçado	Jun	40.110.024	30.120	Valor	4101,12
Orçado	Jun	40.110.024	30.121	Valor	4146,07
Orçado	Jun	40.110.024	30.122	Valor	4191,01
Orçado	Jun	40.110.024	30.123	Valor	4235,96
Orçado	Jun	40.110.024	40.101	Valor	4280,90
Orçado	Jun	40.110.024	40.102	Valor	4325,84
Orçado	Jun	50.112.028	30.110	Valor	4370,79
Orçado	Jun	50.112.028	30.111	Valor	4415,73
Orçado	Jun	50.112.028	30.112	Valor	4460,67
Orçado	Jun	50.112.028	30.113	Valor	4505,62
Orçado	Jun	50.112.028	30.114	Valor	4550,56
Orçado	Jun	50.112.028	30.115	Valor	4595,51
Orçado	Jun	50.112.028	30.116	Valor	4640,45
Orçado	Jun	50.112.028	30.117	Valor	4685,39
Orçado	Jun	50.112.028	30.119	Valor	4730,34
Orçado	Jun	50.112.028	30.120	Valor	4775,28
Orçado	Jun	50.112.028	30.121	Valor	4820,22
Orçado	Jun	50.112.028	30.122	Valor	4865,17
Orçado	Jun	50.112.028	30.123	Valor	4910,11
Orçado	Jun	50.112.028	40.101	Valor	4955,06
Orçado	Jun	50.112.028	40.102	Valor	5000,00
Orçado	Jul	10.101.001	30.101	Valor	3545,45
Orçado	Jul	10.101.002	30.110	Valor	500
Orçado	Jul	10.101.002	30.111	Valor	5168,54
Orçado	Jul	10.101.002	30.112	Valor	5337,08
Orçado	Jul	10.101.002	30.113	Valor	5505,62
Orçado	Jul	10.101.002	30.114	Valor	5674,16
Orçado	Jul	10.101.002	30.115	Valor	5842,70
Orçado	Jul	10.101.002	30.116	Valor	6011,24
Orçado	Jul	10.101.002	30.117	Valor	6179,78
Orçado	Jul	10.101.002	30.119	Valor	6348,31
Orçado	Jul	10.101.002	30.120	Valor	6516,85
Orçado	Jul	10.101.002	30.121	Valor	6685,39
Orçado	Jul	10.101.002	30.122	Valor	6853,93
Orçado	Jul	10.101.002	30.123	Valor	7022,47
Orçado	Jul	10.101.002	40.101	Valor	7191,01
Orçado	Jul	10.101.002	40.102	Valor	7359,55
Orçado	Jul	10.102.003	30.110	Valor	7528,09
Orçado	Jul	10.102.003	30.111	Valor	7696,63
Orçado	Jul	10.102.003	30.112	Valor	7865,17
Orçado	Jul	10.102.003	30.113	Valor	8033,71
Orçado	Jul	10.102.003	30.114	Valor	8202,25
Orçado	Jul	10.102.003	30.115	Valor	8370,79
Orçado	Jul	10.102.003	30.116	Valor	8539,33
Orçado	Jul	10.102.003	30.117	Valor	8707,87
Orçado	Jul	10.102.003	30.119	Valor	8876,40
Orçado	Jul	10.102.003	30.120	Valor	9044,94
Orçado	Jul	10.102.003	30.121	Valor	9213,48
Orçado	Jul	10.102.003	30.122	Valor	9382,02
Orçado	Jul	10.102.003	30.123	Valor	9550,56
Orçado	Jul	10.102.003	40.101	Valor	9719,10
Orçado	Jul	10.102.003	40.102	Valor	9887,64
Orçado	Jul	20.104.012	30.110	Valor	1005,62
Orçado	Jul	20.104.012	30.111	Valor	1022,47
Orçado	Jul	20.104.012	30.112	Valor	1039,33
Orçado	Jul	20.104.012	30.113	Valor	1056,18
Orçado	Jul	20.104.012	30.114	Valor	1073,03
Orçado	Jul	20.104.012	30.115	Valor	1089,89
Orçado	Jul	20.104.012	30.116	Valor	1106,74
Orçado	Jul	20.104.012	30.117	Valor	1123,60
Orçado	Jul	20.104.012	30.119	Valor	1140,45
Orçado	Jul	20.104.012	30.120	Valor	1157,30
Orçado	Jul	20.104.012	30.121	Valor	1174,16
Orçado	Jul	20.104.012	30.122	Valor	1191,01
Orçado	Jul	20.104.012	30.123	Valor	1207,87
Orçado	Jul	20.104.012	40.101	Valor	1224,72
Orçado	Jul	20.104.012	40.102	Valor	1241,57
Orçado	Jul	30.106.017	30.110	Valor	1258,43
Orçado	Jul	30.106.017	30.111	Valor	1275,28
Orçado	Jul	30.106.017	30.112	Valor	1292,13
Orçado	Jul	30.106.017	30.113	Valor	1308,99
Orçado	Jul	30.106.017	30.114	Valor	1325,84
Orçado	Jul	30.106.017	30.115	Valor	1342,70
Orçado	Jul	30.106.017	30.116	Valor	1359,55
Orçado	Jul	30.106.017	30.117	Valor	1376,40
Orçado	Jul	30.106.017	30.119	Valor	1393,26
Orçado	Jul	30.106.017	30.120	Valor	1410,11
Orçado	Jul	30.106.017	30.121	Valor	1426,97
Orçado	Jul	30.106.017	30.122	Valor	1443,82
Orçado	Jul	30.106.017	30.123	Valor	1460,67
Orçado	Jul	30.106.017	40.101	Valor	1477,53
Orçado	Jul	30.106.017	40.102	Valor	1494,38
Orçado	Jul	40.110.024	30.110	Valor	1511,24
Orçado	Jul	40.110.024	30.111	Valor	1528,09
Orçado	Jul	40.110.024	30.112	Valor	1544,94
Orçado	Jul	40.110.024	30.113	Valor	1561,80
Orçado	Jul	40.110.024	30.114	Valor	1578,65
Orçado	Jul	40.110.024	30.115	Valor	1595,51
Orçado	Jul	40.110.024	30.116	Valor	1612,36
Orçado	Jul	40.110.024	30.117	Valor	1629,21
Orçado	Jul	40.110.024	30.119	Valor	1646,07
Orçado	Jul	40.110.024	30.120	Valor	1662,92
Orçado	Jul	40.110.024	30.121	Valor	1679,78
Orçado	Jul	40.110.024	30.122	Valor	1696,63
Orçado	Jul	40.110.024	30.123	Valor	1713,48
Orçado	Jul	40.110.024	40.101	Valor	1730,34
Orçado	Jul	40.110.024	40.102	Valor	1747,19
Orçado	Jul	50.112.028	30.110	Valor	1764,04
Orçado	Jul	50.112.028	30.111	Valor	1780,90
Orçado	Jul	50.112.028	30.112	Valor	1797,75
Orçado	Jul	50.112.028	30.113	Valor	1814,61
Orçado	Jul	50.112.028	30.114	Valor	1831,46
Orçado	Jul	50.112.028	30.115	Valor	1848,31
Orçado	Jul	50.112.028	30.116	Valor	1865,17
Orçado	Jul	50.112.028	30.117	Valor	1882,02
Orçado	Jul	50.112.028	30.119	Valor	1898,88
Orçado	Jul	50.112.028	30.120	Valor	1915,73
Orçado	Jul	50.112.028	30.121	Valor	1932,58
Orçado	Jul	50.112.028	30.122	Valor	1949,44
Orçado	Jul	50.112.028	30.123	Valor	1966,29
Orçado	Jul	50.112.028	40.101	Valor	1983,15
Orçado	Jul	50.112.028	40.102	Valor	2000,00
Orçado	Ago	10.101.001	30.101	Valor	3636,36
Orçado	Ago	10.101.002	30.110	Valor	1000,00
Orçado	Ago	10.101.002	30.111	Valor	1044,94
Orçado	Ago	10.101.002	30.112	Valor	1089,89
Orçado	Ago	10.101.002	30.113	Valor	1134,83
Orçado	Ago	10.101.002	30.114	Valor	1179,78
Orçado	Ago	10.101.002	30.115	Valor	1224,72
Orçado	Ago	10.101.002	30.116	Valor	1269,66
Orçado	Ago	10.101.002	30.117	Valor	1314,61
Orçado	Ago	10.101.002	30.119	Valor	1359,55
Orçado	Ago	10.101.002	30.120	Valor	1404,49
Orçado	Ago	10.101.002	30.121	Valor	1449,44
Orçado	Ago	10.101.002	30.122	Valor	1494,38
Orçado	Ago	10.101.002	30.123	Valor	1539,33
Orçado	Ago	10.101.002	40.101	Valor	1584,27
Orçado	Ago	10.101.002	40.102	Valor	1629,21
Orçado	Ago	10.102.003	30.110	Valor	1674,16
Orçado	Ago	10.102.003	30.111	Valor	1719,10
Orçado	Ago	10.102.003	30.112	Valor	1764,04
Orçado	Ago	10.102.003	30.113	Valor	1808,99
Orçado	Ago	10.102.003	30.114	Valor	1853,93
Orçado	Ago	10.102.003	30.115	Valor	1898,88
Orçado	Ago	10.102.003	30.116	Valor	1943,82
Orçado	Ago	10.102.003	30.117	Valor	1988,76
Orçado	Ago	10.102.003	30.119	Valor	2033,71
Orçado	Ago	10.102.003	30.120	Valor	2078,65
Orçado	Ago	10.102.003	30.121	Valor	2123,60
Orçado	Ago	10.102.003	30.122	Valor	2168,54
Orçado	Ago	10.102.003	30.123	Valor	2213,48
Orçado	Ago	10.102.003	40.101	Valor	2258,43
Orçado	Ago	10.102.003	40.102	Valor	2303,37
Orçado	Ago	20.104.012	30.110	Valor	2348,31
Orçado	Ago	20.104.012	30.111	Valor	2393,26
Orçado	Ago	20.104.012	30.112	Valor	2438,20
Orçado	Ago	20.104.012	30.113	Valor	2483,15
Orçado	Ago	20.104.012	30.114	Valor	2528,09
Orçado	Ago	20.104.012	30.115	Valor	2573,03
Orçado	Ago	20.104.012	30.116	Valor	2617,98
Orçado	Ago	20.104.012	30.117	Valor	2662,92
Orçado	Ago	20.104.012	30.119	Valor	2707,87
Orçado	Ago	20.104.012	30.120	Valor	2752,81
Orçado	Ago	20.104.012	30.121	Valor	2797,75
Orçado	Ago	20.104.012	30.122	Valor	2842,70
Orçado	Ago	20.104.012	30.123	Valor	2887,64
Orçado	Ago	20.104.012	40.101	Valor	2932,58
Orçado	Ago	20.104.012	40.102	Valor	2977,53
Orçado	Ago	30.106.017	30.110	Valor	3022,47
Orçado	Ago	30.106.017	30.111	Valor	3067,42
Orçado	Ago	30.106.017	30.112	Valor	3112,36
Orçado	Ago	30.106.017	30.113	Valor	3157,30
Orçado	Ago	30.106.017	30.114	Valor	3202,25
Orçado	Ago	30.106.017	30.115	Valor	3247,19
Orçado	Ago	30.106.017	30.116	Valor	3292,13
Orçado	Ago	30.106.017	30.117	Valor	3337,08
Orçado	Ago	30.106.017	30.119	Valor	3382,02
Orçado	Ago	30.106.017	30.120	Valor	3426,97
Orçado	Ago	30.106.017	30.121	Valor	3471,91
Orçado	Ago	30.106.017	30.122	Valor	3516,85
Orçado	Ago	30.106.017	30.123	Valor	3561,80
Orçado	Ago	30.106.017	40.101	Valor	3606,74
Orçado	Ago	30.106.017	40.102	Valor	3651,69
Orçado	Ago	40.110.024	30.110	Valor	3696,63
Orçado	Ago	40.110.024	30.111	Valor	3741,57
Orçado	Ago	40.110.024	30.112	Valor	3786,52
Orçado	Ago	40.110.024	30.113	Valor	3831,46
Orçado	Ago	40.110.024	30.114	Valor	3876,40
Orçado	Ago	40.110.024	30.115	Valor	3921,35
Orçado	Ago	40.110.024	30.116	Valor	3966,29
Orçado	Ago	40.110.024	30.117	Valor	4011,24
Orçado	Ago	40.110.024	30.119	Valor	4056,18
Orçado	Ago	40.110.024	30.120	Valor	4101,12
Orçado	Ago	40.110.024	30.121	Valor	4146,07
Orçado	Ago	40.110.024	30.122	Valor	4191,01
Orçado	Ago	40.110.024	30.123	Valor	4235,96
Orçado	Ago	40.110.024	40.101	Valor	4280,90
Orçado	Ago	40.110.024	40.102	Valor	4325,84
Orçado	Ago	50.112.028	30.110	Valor	4370,79
Orçado	Ago	50.112.028	30.111	Valor	4415,73
Orçado	Ago	50.112.028	30.112	Valor	4460,67
Orçado	Ago	50.112.028	30.113	Valor	4505,62
Orçado	Ago	50.112.028	30.114	Valor	4550,56
Orçado	Ago	50.112.028	30.115	Valor	4595,51
Orçado	Ago	50.112.028	30.116	Valor	4640,45
Orçado	Ago	50.112.028	30.117	Valor	4685,39
Orçado	Ago	50.112.028	30.119	Valor	4730,34
Orçado	Ago	50.112.028	30.120	Valor	4775,28
Orçado	Ago	50.112.028	30.121	Valor	4820,22
Orçado	Ago	50.112.028	30.122	Valor	4865,17
Orçado	Ago	50.112.028	30.123	Valor	4910,11
Orçado	Ago	50.112.028	40.101	Valor	4955,06
Orçado	Ago	50.112.028	40.102	Valor	5000,00
Orçado	Set	10.101.001	30.101	Valor	3727,27
Orçado	Set	10.101.002	30.110	Valor	500
Orçado	Set	10.101.002	30.111	Valor	5168,54
Orçado	Set	10.101.002	30.112	Valor	5337,08
Orçado	Set	10.101.002	30.113	Valor	5505,62
Orçado	Set	10.101.002	30.114	Valor	5674,16
Orçado	Set	10.101.002	30.115	Valor	5842,70
Orçado	Set	10.101.002	30.116	Valor	6011,24
Orçado	Set	10.101.002	30.117	Valor	6179,78
Orçado	Set	10.101.002	30.119	Valor	6348,31
Orçado	Set	10.101.002	30.120	Valor	6516,85
Orçado	Set	10.101.002	30.121	Valor	6685,39
Orçado	Set	10.101.002	30.122	Valor	6853,93
Orçado	Set	10.101.002	30.123	Valor	7022,47
Orçado	Set	10.101.002	40.101	Valor	7191,01
Orçado	Set	10.101.002	40.102	Valor	7359,55
Orçado	Set	10.102.003	30.110	Valor	7528,09
Orçado	Set	10.102.003	30.111	Valor	7696,63
Orçado	Set	10.102.003	30.112	Valor	7865,17
Orçado	Set	10.102.003	30.113	Valor	8033,71
Orçado	Set	10.102.003	30.114	Valor	8202,25
Orçado	Set	10.102.003	30.115	Valor	8370,79
Orçado	Set	10.102.003	30.116	Valor	8539,33
Orçado	Set	10.102.003	30.117	Valor	8707,87
Orçado	Set	10.102.003	30.119	Valor	8876,40
Orçado	Set	10.102.003	30.120	Valor	9044,94
Orçado	Set	10.102.003	30.121	Valor	9213,48
Orçado	Set	10.102.003	30.122	Valor	9382,02
Orçado	Set	10.102.003	30.123	Valor	9550,56
Orçado	Set	10.102.003	40.101	Valor	9719,10
Orçado	Set	10.102.003	40.102	Valor	9887,64
Orçado	Set	20.104.012	30.110	Valor	1005,62
Orçado	Set	20.104.012	30.111	Valor	1022,47
Orçado	Set	20.104.012	30.112	Valor	1039,33
Orçado	Set	20.104.012	30.113	Valor	1056,18
Orçado	Set	20.104.012	30.114	Valor	1073,03
Orçado	Set	20.104.012	30.115	Valor	1089,89
Orçado	Set	20.104.012	30.116	Valor	1106,74
Orçado	Set	20.104.012	30.117	Valor	1123,60
Orçado	Set	20.104.012	30.119	Valor	1140,45
Orçado	Set	20.104.012	30.120	Valor	1157,30
Orçado	Set	20.104.012	30.121	Valor	1174,16
Orçado	Set	20.104.012	30.122	Valor	1191,01
Orçado	Set	20.104.012	30.123	Valor	1207,87
Orçado	Set	20.104.012	40.101	Valor	1224,72
Orçado	Set	20.104.012	40.102	Valor	1241,57
Orçado	Set	30.106.017	30.110	Valor	1258,43
Orçado	Set	30.106.017	30.111	Valor	1275,28
Orçado	Set	30.106.017	30.112	Valor	1292,13
Orçado	Set	30.106.017	30.113	Valor	1308,99
Orçado	Set	30.106.017	30.114	Valor	1325,84
Orçado	Set	30.106.017	30.115	Valor	1342,70
Orçado	Set	30.106.017	30.116	Valor	1359,55
Orçado	Set	30.106.017	30.117	Valor	1376,40
Orçado	Set	30.106.017	30.119	Valor	1393,26
Orçado	Set	30.106.017	30.120	Valor	1410,11
Orçado	Set	30.106.017	30.121	Valor	1426,97
Orçado	Set	30.106.017	30.122	Valor	1443,82
Orçado	Set	30.106.017	30.123	Valor	1460,67
Orçado	Set	30.106.017	40.101	Valor	1477,53
Orçado	Set	30.106.017	40.102	Valor	1494,38
Orçado	Set	40.110.024	30.110	Valor	1511,24
Orçado	Set	40.110.024	30.111	Valor	1528,09
Orçado	Set	40.110.024	30.112	Valor	1544,94
Orçado	Set	40.110.024	30.113	Valor	1561,80
Orçado	Set	40.110.024	30.114	Valor	1578,65
Orçado	Set	40.110.024	30.115	Valor	1595,51
Orçado	Set	40.110.024	30.116	Valor	1612,36
Orçado	Set	40.110.024	30.117	Valor	1629,21
Orçado	Set	40.110.024	30.119	Valor	1646,07
Orçado	Set	40.110.024	30.120	Valor	1662,92
Orçado	Set	40.110.024	30.121	Valor	1679,78
Orçado	Set	40.110.024	30.122	Valor	1696,63
Orçado	Set	40.110.024	30.123	Valor	1713,48
Orçado	Set	40.110.024	40.101	Valor	1730,34
Orçado	Set	40.110.024	40.102	Valor	1747,19
Orçado	Set	50.112.028	30.110	Valor	1764,04
Orçado	Set	50.112.028	30.111	Valor	1780,90
Orçado	Set	50.112.028	30.112	Valor	1797,75
Orçado	Set	50.112.028	30.113	Valor	1814,61
Orçado	Set	50.112.028	30.114	Valor	1831,46
Orçado	Set	50.112.028	30.115	Valor	1848,31
Orçado	Set	50.112.028	30.116	Valor	1865,17
Orçado	Set	50.112.028	30.117	Valor	1882,02
Orçado	Set	50.112.028	30.119	Valor	1898,88
Orçado	Set	50.112.028	30.120	Valor	1915,73
Orçado	Set	50.112.028	30.121	Valor	1932,58
Orçado	Set	50.112.028	30.122	Valor	1949,44
Orçado	Set	50.112.028	30.123	Valor	1966,29
Orçado	Set	50.112.028	40.101	Valor	1983,15
Orçado	Set	50.112.028	40.102	Valor	2000,00
Orçado	Out	10.101.001	30.101	Valor	3818,18
Orçado	Out	10.101.002	30.110	Valor	1000,00
Orçado	Out	10.101.002	30.111	Valor	1044,94
Orçado	Out	10.101.002	30.112	Valor	1089,89
Orçado	Out	10.101.002	30.113	Valor	1134,83
Orçado	Out	10.101.002	30.114	Valor	1179,78
Orçado	Out	10.101.002	30.115	Valor	1224,72
Orçado	Out	10.101.002	30.116	Valor	1269,66
Orçado	Out	10.101.002	30.117	Valor	1314,61
Orçado	Out	10.101.002	30.119	Valor	1359,55
Orçado	Out	10.101.002	30.120	Valor	1404,49
Orçado	Out	10.101.002	30.121	Valor	1449,44
Orçado	Out	10.101.002	30.122	Valor	1494,38
Orçado	Out	10.101.002	30.123	Valor	1539,33
Orçado	Out	10.101.002	40.101	Valor	1584,27
Orçado	Out	10.101.002	40.102	Valor	1629,21
Orçado	Out	10.102.003	30.110	Valor	1674,16
Orçado	Out	10.102.003	30.111	Valor	1719,10
Orçado	Out	10.102.003	30.112	Valor	1764,04
Orçado	Out	10.102.003	30.113	Valor	1808,99
Orçado	Out	10.102.003	30.114	Valor	1853,93
Orçado	Out	10.102.003	30.115	Valor	1898,88
Orçado	Out	10.102.003	30.116	Valor	1943,82
Orçado	Out	10.102.003	30.117	Valor	1988,76
Orçado	Out	10.102.003	30.119	Valor	2033,71
Orçado	Out	10.102.003	30.120	Valor	2078,65
Orçado	Out	10.102.003	30.121	Valor	2123,60
Orçado	Out	10.102.003	30.122	Valor	2168,54
Orçado	Out	10.102.003	30.123	Valor	2213,48
Orçado	Out	10.102.003	40.101	Valor	2258,43
Orçado	Out	10.102.003	40.102	Valor	2303,37
Orçado	Out	20.104.012	30.110	Valor	2348,31
Orçado	Out	20.104.012	30.111	Valor	2393,26
Orçado	Out	20.104.012	30.112	Valor	2438,20
Orçado	Out	20.104.012	30.113	Valor	2483,15
Orçado	Out	20.104.012	30.114	Valor	2528,09
Orçado	Out	20.104.012	30.115	Valor	2573,03
Orçado	Out	20.104.012	30.116	Valor	2617,98
Orçado	Out	20.104.012	30.117	Valor	2662,92
Orçado	Out	20.104.012	30.119	Valor	2707,87
Orçado	Out	20.104.012	30.120	Valor	2752,81
Orçado	Out	20.104.012	30.121	Valor	2797,75
Orçado	Out	20.104.012	30.122	Valor	2842,70
Orçado	Out	20.104.012	30.123	Valor	2887,64
Orçado	Out	20.104.012	40.101	Valor	2932,58
Orçado	Out	20.104.012	40.102	Valor	2977,53
Orçado	Out	30.106.017	30.110	Valor	3022,47
Orçado	Out	30.106.017	30.111	Valor	3067,42
Orçado	Out	30.106.017	30.112	Valor	3112,36
Orçado	Out	30.106.017	30.113	Valor	3157,30
Orçado	Out	30.106.017	30.114	Valor	3202,25
Orçado	Out	30.106.017	30.115	Valor	3247,19
Orçado	Out	30.106.017	30.116	Valor	3292,13
Orçado	Out	30.106.017	30.117	Valor	3337,08
Orçado	Out	30.106.017	30.119	Valor	3382,02
Orçado	Out	30.106.017	30.120	Valor	3426,97
Orçado	Out	30.106.017	30.121	Valor	3471,91
Orçado	Out	30.106.017	30.122	Valor	3516,85
Orçado	Out	30.106.017	30.123	Valor	3561,80
Orçado	Out	30.106.017	40.101	Valor	3606,74
Orçado	Out	30.106.017	40.102	Valor	3651,69
Orçado	Out	40.110.024	30.110	Valor	3696,63
Orçado	Out	40.110.024	30.111	Valor	3741,57
Orçado	Out	40.110.024	30.112	Valor	3786,52
Orçado	Out	40.110.024	30.113	Valor	3831,46
Orçado	Out	40.110.024	30.114	Valor	3876,40
Orçado	Out	40.110.024	30.115	Valor	3921,35
Orçado	Out	40.110.024	30.116	Valor	3966,29
Orçado	Out	40.110.024	30.117	Valor	4011,24
Orçado	Out	40.110.024	30.119	Valor	4056,18
Orçado	Out	40.110.024	30.120	Valor	4101,12
Orçado	Out	40.110.024	30.121	Valor	4146,07
Orçado	Out	40.110.024	30.122	Valor	4191,01
Orçado	Out	40.110.024	30.123	Valor	4235,96
Orçado	Out	40.110.024	40.101	Valor	4280,90
Orçado	Out	40.110.024	40.102	Valor	4325,84
Orçado	Out	50.112.028	30.110	Valor	4370,79
Orçado	Out	50.112.028	30.111	Valor	4415,73
Orçado	Out	50.112.028	30.112	Valor	4460,67
Orçado	Out	50.112.028	30.113	Valor	4505,62
Orçado	Out	50.112.028	30.114	Valor	4550,56
Orçado	Out	50.112.028	30.115	Valor	4595,51
Orçado	Out	50.112.028	30.116	Valor	4640,45
Orçado	Out	50.112.028	30.117	Valor	4685,39
Orçado	Out	50.112.028	30.119	Valor	4730,34
Orçado	Out	50.112.028	30.120	Valor	4775,28
Orçado	Out	50.112.028	30.121	Valor	4820,22
Orçado	Out	50.112.028	30.122	Valor	4865,17
Orçado	Out	50.112.028	30.123	Valor	4910,11
Orçado	Out	50.112.028	40.101	Valor	4955,06
Orçado	Out	50.112.028	40.102	Valor	5000,00
Orçado	Nov	10.101.001	30.101	Valor	3909,09
Orçado	Nov	10.101.002	30.110	Valor	500
Orçado	Nov	10.101.002	30.111	Valor	5168,54
Orçado	Nov	10.101.002	30.112	Valor	5337,08
Orçado	Nov	10.101.002	30.113	Valor	5505,62
Orçado	Nov	10.101.002	30.114	Valor	5674,16
Orçado	Nov	10.101.002	30.115	Valor	5842,70
Orçado	Nov	10.101.002	30.116	Valor	6011,24
Orçado	Nov	10.101.002	30.117	Valor	6179,78
Orçado	Nov	10.101.002	30.119	Valor	6348,31
Orçado	Nov	10.101.002	30.120	Valor	6516,85
Orçado	Nov	10.101.002	30.121	Valor	6685,39
Orçado	Nov	10.101.002	30.122	Valor	6853,93
Orçado	Nov	10.101.002	30.123	Valor	7022,47
Orçado	Nov	10.101.002	40.101	Valor	7191,01
Orçado	Nov	10.101.002	40.102	Valor	7359,55
Orçado	Nov	10.102.003	30.110	Valor	7528,09
Orçado	Nov	10.102.003	30.111	Valor	7696,63
Orçado	Nov	10.102.003	30.112	Valor	7865,17
Orçado	Nov	10.102.003	30.113	Valor	8033,71
Orçado	Nov	10.102.003	30.114	Valor	8202,25
Orçado	Nov	10.102.003	30.115	Valor	8370,79
Orçado	Nov	10.102.003	30.116	Valor	8539,33
Orçado	Nov	10.102.003	30.117	Valor	8707,87
Orçado	Nov	10.102.003	30.119	Valor	8876,40
Orçado	Nov	10.102.003	30.120	Valor	9044,94
Orçado	Nov	10.102.003	30.121	Valor	9213,48
Orçado	Nov	10.102.003	30.122	Valor	9382,02
Orçado	Nov	10.102.003	30.123	Valor	9550,56
Orçado	Nov	10.102.003	40.101	Valor	9719,10
Orçado	Nov	10.102.003	40.102	Valor	9887,64
Orçado	Nov	20.104.012	30.110	Valor	1005,62
Orçado	Nov	20.104.012	30.111	Valor	1022,47
Orçado	Nov	20.104.012	30.112	Valor	1039,33
Orçado	Nov	20.104.012	30.113	Valor	1056,18
Orçado	Nov	20.104.012	30.114	Valor	1073,03
Orçado	Nov	20.104.012	30.115	Valor	1089,89
Orçado	Nov	20.104.012	30.116	Valor	1106,74
Orçado	Nov	20.104.012	30.117	Valor	1123,60
Orçado	Nov	20.104.012	30.119	Valor	1140,45
Orçado	Nov	20.104.012	30.120	Valor	1157,30
Orçado	Nov	20.104.012	30.121	Valor	1174,16
Orçado	Nov	20.104.012	30.122	Valor	1191,01
Orçado	Nov	20.104.012	30.123	Valor	1207,87
Orçado	Nov	20.104.012	40.101	Valor	1224,72
Orçado	Nov	20.104.012	40.102	Valor	1241,57
Orçado	Nov	30.106.017	30.110	Valor	1258,43
Orçado	Nov	30.106.017	30.111	Valor	1275,28
Orçado	Nov	30.106.017	30.112	Valor	1292,13
Orçado	Nov	30.106.017	30.113	Valor	1308,99
Orçado	Nov	30.106.017	30.114	Valor	1325,84
Orçado	Nov	30.106.017	30.115	Valor	1342,70
Orçado	Nov	30.106.017	30.116	Valor	1359,55
Orçado	Nov	30.106.017	30.117	Valor	1376,40
Orçado	Nov	30.106.017	30.119	Valor	1393,26
Orçado	Nov	30.106.017	30.120	Valor	1410,11
Orçado	Nov	30.106.017	30.121	Valor	1426,97
Orçado	Nov	30.106.017	30.122	Valor	1443,82
Orçado	Nov	30.106.017	30.123	Valor	1460,67
Orçado	Nov	30.106.017	40.101	Valor	1477,53
Orçado	Nov	30.106.017	40.102	Valor	1494,38
Orçado	Nov	40.110.024	30.110	Valor	1511,24
Orçado	Nov	40.110.024	30.111	Valor	1528,09
Orçado	Nov	40.110.024	30.112	Valor	1544,94
Orçado	Nov	40.110.024	30.113	Valor	1561,80
Orçado	Nov	40.110.024	30.114	Valor	1578,65
Orçado	Nov	40.110.024	30.115	Valor	1595,51
Orçado	Nov	40.110.024	30.116	Valor	1612,36
Orçado	Nov	40.110.024	30.117	Valor	1629,21
Orçado	Nov	40.110.024	30.119	Valor	1646,07
Orçado	Nov	40.110.024	30.120	Valor	1662,92
Orçado	Nov	40.110.024	30.121	Valor	1679,78
Orçado	Nov	40.110.024	30.122	Valor	1696,63
Orçado	Nov	40.110.024	30.123	Valor	1713,48
Orçado	Nov	40.110.024	40.101	Valor	1730,34
Orçado	Nov	40.110.024	40.102	Valor	1747,19
Orçado	Nov	50.112.028	30.110	Valor	1764,04
Orçado	Nov	50.112.028	30.111	Valor	1780,90
Orçado	Nov	50.112.028	30.112	Valor	1797,75
Orçado	Nov	50.112.028	30.113	Valor	1814,61
Orçado	Nov	50.112.028	30.114	Valor	1831,46
Orçado	Nov	50.112.028	30.115	Valor	1848,31
Orçado	Nov	50.112.028	30.116	Valor	1865,17
Orçado	Nov	50.112.028	30.117	Valor	1882,02
Orçado	Nov	50.112.028	30.119	Valor	1898,88
Orçado	Nov	50.112.028	30.120	Valor	1915,73
Orçado	Nov	50.112.028	30.121	Valor	1932,58
Orçado	Nov	50.112.028	30.122	Valor	1949,44
Orçado	Nov	50.112.028	30.123	Valor	1966,29
Orçado	Nov	50.112.028	40.101	Valor	1983,15
Orçado	Nov	50.112.028	40.102	Valor	2000,00
Orçado	Dez	10.101.001	30.101	Valor	4000,00
Orçado	Dez	10.101.002	30.110	Valor	1000,00
