Filial	Produto	Versão	Mês	Volume
F0010	00007	Orçado	set	342
F0010	00007	Orçado	set	228
F0010	00007	Orçado	set	683
F0010	00007	Orçado	set	114
F0002	00008	Orçado	abr	111
F0002	00008	Orçado	abr	177
F0002	00008	Orçado	abr	243
F0002	00008	Orçado	abr	177
F0002	00008	Orçado	abr	88
F0002	00008	Orçado	abr	66
F0002	00008	Orçado	abr	774
F0002	00008	Orçado	abr	641
F0002	00008	Orçado	abr	328
F0002	00008	Orçado	abr	525
F0002	00008	Orçado	abr	722
F0002	00008	Orçado	abr	525
F0002	00008	Orçado	abr	263
F0002	00008	Orçado	abr	197
F0002	00008	Orçado	abr	2297
F0002	00008	Orçado	abr	1904
F0002	00008	Orçado	ago	133
F0002	00008	Orçado	ago	111
F0002	00008	Orçado	ago	44
F0002	00008	Orçado	ago	243
F0002	00008	Orçado	ago	394
F0002	00008	Orçado	ago	328
F0002	00008	Orçado	ago	131
F0002	00008	Orçado	ago	722
F0002	00008	Orçado	dez	44
F0002	00008	Orçado	dez	265
F0002	00008	Orçado	dez	155
F0002	00008	Orçado	dez	66
F0002	00008	Orçado	dez	131
F0002	00008	Orçado	dez	788
F0002	00008	Orçado	dez	459
F0002	00008	Orçado	dez	197
F0002	00008	Orçado	fev	354
F0002	00008	Orçado	fev	487
F0002	00008	Orçado	fev	1050
F0002	00008	Orçado	fev	1444
F0002	00008	Orçado	jan	641
F0002	00008	Orçado	jan	863
F0002	00008	Orçado	jan	1904
F0002	00008	Orçado	jan	2560
F0002	00008	Orçado	jul	88
F0002	00008	Orçado	jul	155
F0002	00008	Orçado	jul	354
F0002	00008	Orçado	jul	332
F0002	00008	Orçado	jul	288
F0002	00008	Orçado	jul	88
F0002	00008	Orçado	jul	22
F0002	00008	Orçado	jul	263
F0002	00008	Orçado	jul	459
F0002	00008	Orçado	jul	1050
F0002	00008	Orçado	jul	985
F0002	00008	Orçado	jul	853
F0002	00008	Orçado	jul	263
F0002	00008	Orçado	jul	66
F0002	00008	Orçado	jun	177
F0002	00008	Orçado	jun	310
F0002	00008	Orçado	jun	155
F0002	00008	Orçado	jun	22
F0002	00008	Orçado	jun	221
F0002	00008	Orçado	jun	66
F0002	00008	Orçado	jun	243
F0002	00008	Orçado	jun	525
F0002	00008	Orçado	jun	919
F0002	00008	Orçado	jun	459
F0002	00008	Orçado	jun	66
F0002	00008	Orçado	jun	656
F0002	00008	Orçado	jun	197
F0002	00008	Orçado	jun	722
F0002	00008	Orçado	mai	88
F0002	00008	Orçado	mai	111
F0002	00008	Orçado	mai	88
F0002	00008	Orçado	mai	288
F0002	00008	Orçado	mai	66
F0002	00008	Orçado	mai	263
F0002	00008	Orçado	mai	328
F0002	00008	Orçado	mai	263
F0002	00008	Orçado	mai	853
F0002	00008	Orçado	mai	197
F0002	00008	Orçado	mar	774
F0002	00008	Orçado	mar	664
F0002	00008	Orçado	mar	288
F0002	00008	Orçado	mar	22
F0002	00008	Orçado	mar	2297
F0002	00008	Orçado	mar	1969
F0002	00008	Orçado	mar	853
F0002	00008	Orçado	mar	66
F0002	00008	Orçado	nov	177
F0002	00008	Orçado	nov	88
F0002	00008	Orçado	nov	243
F0002	00008	Orçado	nov	44
F0002	00008	Orçado	nov	525
F0002	00008	Orçado	nov	263
F0002	00008	Orçado	nov	722
F0002	00008	Orçado	nov	131
F0002	00008	Orçado	out	44
F0002	00008	Orçado	out	44
F0002	00008	Orçado	out	243
F0002	00008	Orçado	out	265
F0002	00008	Orçado	out	44
F0002	00008	Orçado	out	133
F0002	00008	Orçado	out	221
F0002	00008	Orçado	out	376
F0002	00008	Orçado	out	131
F0002	00008	Orçado	out	131
F0002	00008	Orçado	out	722
F0002	00008	Orçado	out	788
F0002	00008	Orçado	out	131
F0002	00008	Orçado	out	394
F0002	00008	Orçado	out	656
F0002	00008	Orçado	out	1116
F0002	00008	Orçado	set	66
F0002	00008	Orçado	set	66
F0002	00008	Orçado	set	22
F0002	00008	Orçado	set	243
F0002	00008	Orçado	set	332
F0002	00008	Orçado	set	221
F0002	00008	Orçado	set	575
F0002	00008	Orçado	set	88
F0002	00008	Orçado	set	197
F0002	00008	Orçado	set	197
F0002	00008	Orçado	set	66
F0002	00008	Orçado	set	722
F0002	00008	Orçado	set	985
F0002	00008	Orçado	set	656
F0002	00008	Orçado	set	1707
F0002	00008	Orçado	set	263
F0003	00008	Orçado	abr	4595
F0003	00008	Orçado	abr	7286
F0003	00008	Orçado	abr	2560
F0003	00008	Orçado	abr	788
F0003	00008	Orçado	abr	5251
F0003	00008	Orçado	abr	2560
F0003	00008	Orçado	abr	12659
F0003	00008	Orçado	abr	20073
F0003	00008	Orçado	abr	7053
F0003	00008	Orçado	abr	2170
F0003	00008	Orçado	abr	14467
F0003	00008	Orçado	abr	7053
F0003	00008	Orçado	ago	459
F0003	00008	Orçado	ago	656
F0003	00008	Orçado	ago	1266
F0003	00008	Orçado	ago	1808
F0003	00008	Orçado	dez	788
F0003	00008	Orçado	dez	459
F0003	00008	Orçado	dez	4070
F0003	00008	Orçado	dez	1969
F0003	00008	Orçado	dez	2100
F0003	00008	Orçado	dez	6170
F0003	00008	Orçado	dez	2170
F0003	00008	Orçado	dez	1266
F0003	00008	Orçado	dez	11212
F0003	00008	Orçado	dez	5425
F0003	00008	Orçado	dez	5787
F0003	00008	Orçado	dez	16999
F0003	00008	Orçado	fev	4201
F0003	00008	Orçado	fev	2954
F0003	00008	Orçado	fev	11574
F0003	00008	Orçado	fev	8138
F0003	00008	Orçado	jan	985
F0003	00008	Orçado	jan	788
F0003	00008	Orçado	jan	394
F0003	00008	Orçado	jan	5317
F0003	00008	Orçado	jan	2713
F0003	00008	Orçado	jan	2170
F0003	00008	Orçado	jan	1085
F0003	00008	Orçado	jan	14648
F0003	00008	Orçado	jul	3348
F0003	00008	Orçado	jul	656
F0003	00008	Orçado	jul	919
F0003	00008	Orçado	jul	591
F0003	00008	Orçado	jul	9223
F0003	00008	Orçado	jul	1808
F0003	00008	Orçado	jul	2532
F0003	00008	Orçado	jul	1628
F0003	00008	Orçado	jun	5448
F0003	00008	Orçado	jun	4332
F0003	00008	Orçado	jun	1510
F0003	00008	Orçado	jun	3807
F0003	00008	Orçado	jun	525
F0003	00008	Orçado	jun	15010
F0003	00008	Orçado	jun	11935
F0003	00008	Orçado	jun	4159
F0003	00008	Orçado	jun	10489
F0003	00008	Orçado	jun	1447
F0003	00008	Orçado	mai	853
F0003	00008	Orçado	mai	5776
F0003	00008	Orçado	mai	3938
F0003	00008	Orçado	mai	722
F0003	00008	Orçado	mai	788
F0003	00008	Orçado	mai	2351
F0003	00008	Orçado	mai	15914
F0003	00008	Orçado	mai	10850
F0003	00008	Orçado	mai	1989
F0003	00008	Orçado	mai	2170
F0003	00008	Orçado	mar	1838
F0003	00008	Orçado	mar	2429
F0003	00008	Orçado	mar	1378
F0003	00008	Orçado	mar	2823
F0003	00008	Orçado	mar	3676
F0003	00008	Orçado	mar	1378
F0003	00008	Orçado	mar	5064
F0003	00008	Orçado	mar	6691
F0003	00008	Orçado	mar	3798
F0003	00008	Orçado	mar	7776
F0003	00008	Orçado	mar	10127
F0003	00008	Orçado	mar	3798
F0003	00008	Orçado	nov	459
F0003	00008	Orçado	nov	1378
F0003	00008	Orçado	nov	4332
F0003	00008	Orçado	nov	591
F0003	00008	Orçado	nov	1266
F0003	00008	Orçado	nov	3798
F0003	00008	Orçado	nov	11935
F0003	00008	Orçado	nov	1628
F0003	00008	Orçado	out	2494
F0003	00008	Orçado	out	853
F0003	00008	Orçado	out	2757
F0003	00008	Orçado	out	2691
F0003	00008	Orçado	out	1838
F0003	00008	Orçado	out	2429
F0003	00008	Orçado	out	4135
F0003	00008	Orçado	out	1182
F0003	00008	Orçado	out	6872
F0003	00008	Orçado	out	2351
F0003	00008	Orçado	out	7595
F0003	00008	Orçado	out	7414
F0003	00008	Orçado	out	5064
F0003	00008	Orçado	out	6691
F0003	00008	Orçado	out	11393
F0003	00008	Orçado	out	3255
F0003	00008	Orçado	set	4201
F0003	00008	Orçado	set	8533
F0003	00008	Orçado	set	2954
F0003	00008	Orçado	set	656
F0003	00008	Orçado	set	2560
F0003	00008	Orçado	set	2035
F0003	00008	Orçado	set	11574
F0003	00008	Orçado	set	23509
F0003	00008	Orçado	set	8138
F0003	00008	Orçado	set	1808
F0003	00008	Orçado	set	7053
F0003	00008	Orçado	set	5606
F0004	00008	Orçado	abr	251
F0004	00008	Orçado	abr	158
F0004	00008	Orçado	abr	188
F0004	00008	Orçado	abr	188
F0004	00008	Orçado	abr	535
F0004	00008	Orçado	abr	911
F0004	00008	Orçado	abr	570
F0004	00008	Orçado	abr	683
F0004	00008	Orçado	abr	683
F0004	00008	Orçado	abr	1937
F0004	00008	Orçado	ago	126
F0004	00008	Orçado	ago	456
F0004	00008	Orçado	dez	188
F0004	00008	Orçado	dez	251
F0004	00008	Orçado	dez	683
F0004	00008	Orçado	dez	911
F0004	00008	Orçado	jul	409
F0004	00008	Orçado	jul	567
F0004	00008	Orçado	jul	314
F0004	00008	Orçado	jul	188
F0004	00008	Orçado	jul	1481
F0004	00008	Orçado	jul	2050
F0004	00008	Orçado	jul	1139
F0004	00008	Orçado	jul	683
F0004	00008	Orçado	jun	284
F0004	00008	Orçado	jun	188
F0004	00008	Orçado	jun	251
F0004	00008	Orçado	jun	1025
F0004	00008	Orçado	jun	683
F0004	00008	Orçado	jun	911
F0004	00008	Orçado	mai	158
F0004	00008	Orçado	mai	158
F0004	00008	Orçado	mai	221
F0004	00008	Orçado	mai	188
F0004	00008	Orçado	mai	570
F0004	00008	Orçado	mai	570
F0004	00008	Orçado	mai	797
F0004	00008	Orçado	mai	683
F0004	00008	Orçado	mar	567
F0004	00008	Orçado	mar	126
F0004	00008	Orçado	mar	535
F0004	00008	Orçado	mar	2050
F0004	00008	Orçado	mar	456
F0004	00008	Orçado	mar	1937
F0004	00008	Orçado	nov	188
F0004	00008	Orçado	nov	683
F0004	00008	Orçado	out	1668
F0004	00008	Orçado	out	409
F0004	00008	Orçado	out	1386
F0004	00008	Orçado	out	32
F0004	00008	Orçado	out	346
F0004	00008	Orçado	out	661
F0004	00008	Orçado	out	188
F0004	00008	Orçado	out	567
F0004	00008	Orçado	out	188
F0004	00008	Orçado	out	6037
F0004	00008	Orçado	out	1481
F0004	00008	Orçado	out	5012
F0004	00008	Orçado	out	114
F0004	00008	Orçado	out	1253
F0004	00008	Orçado	out	2392
F0004	00008	Orçado	out	683
F0004	00008	Orçado	out	2050
F0004	00008	Orçado	out	683
F0004	00008	Orçado	set	126
F0004	00008	Orçado	set	284
F0004	00008	Orçado	set	32
F0004	00008	Orçado	set	221
F0004	00008	Orçado	set	314
F0004	00008	Orçado	set	126
F0004	00008	Orçado	set	456
F0004	00008	Orçado	set	1025
F0004	00008	Orçado	set	114
F0004	00008	Orçado	set	797
F0004	00008	Orçado	set	1139
F0004	00008	Orçado	set	456
F0005	00008	Orçado	abr	175
F0005	00008	Orçado	abr	743
F0005	00008	Orçado	abr	29
F0005	00008	Orçado	abr	29
F0005	00008	Orçado	abr	350
F0005	00008	Orçado	abr	335
F0005	00008	Orçado	abr	160
F0005	00008	Orçado	abr	480
F0005	00008	Orçado	abr	659
F0005	00008	Orçado	abr	2802
F0005	00008	Orçado	abr	110
F0005	00008	Orçado	abr	110
F0005	00008	Orçado	abr	1319
F0005	00008	Orçado	abr	1264
F0005	00008	Orçado	abr	604
F0005	00008	Orçado	abr	1813
F0005	00008	Orçado	ago	160
F0005	00008	Orçado	ago	74
F0005	00008	Orçado	ago	604
F0005	00008	Orçado	ago	275
F0005	00008	Orçado	dez	116
F0005	00008	Orçado	dez	234
F0005	00008	Orçado	dez	440
F0005	00008	Orçado	dez	879
F0005	00008	Orçado	fev	320
F0005	00008	Orçado	fev	408
F0005	00008	Orçado	fev	1209
F0005	00008	Orçado	fev	1539
F0005	00008	Orçado	jan	248
F0005	00008	Orçado	jan	204
F0005	00008	Orçado	jan	934
F0005	00008	Orçado	jan	769
F0005	00008	Orçado	jul	189
F0005	00008	Orçado	jul	438
F0005	00008	Orçado	jul	291
F0005	00008	Orçado	jul	305
F0005	00008	Orçado	jul	714
F0005	00008	Orçado	jul	1648
F0005	00008	Orçado	jul	1099
F0005	00008	Orçado	jul	1154
F0005	00008	Orçado	jun	131
F0005	00008	Orçado	jun	394
F0005	00008	Orçado	jun	131
F0005	00008	Orçado	jun	74
F0005	00008	Orçado	jun	350
F0005	00008	Orçado	jun	175
F0005	00008	Orçado	jun	495
F0005	00008	Orçado	jun	1484
F0005	00008	Orçado	jun	495
F0005	00008	Orçado	jun	275
F0005	00008	Orçado	jun	1319
F0005	00008	Orçado	jun	659
F0005	00008	Orçado	mai	263
F0005	00008	Orçado	mai	466
F0005	00008	Orçado	mai	74
F0005	00008	Orçado	mai	204
F0005	00008	Orçado	mai	88
F0005	00008	Orçado	mai	15
F0005	00008	Orçado	mai	364
F0005	00008	Orçado	mai	116
F0005	00008	Orçado	mai	510
F0005	00008	Orçado	mai	989
F0005	00008	Orçado	mai	1758
F0005	00008	Orçado	mai	275
F0005	00008	Orçado	mai	769
F0005	00008	Orçado	mai	330
F0005	00008	Orçado	mai	55
F0005	00008	Orçado	mai	1374
F0005	00008	Orçado	mai	440
F0005	00008	Orçado	mai	1923
F0005	00008	Orçado	mar	175
F0005	00008	Orçado	mar	145
F0005	00008	Orçado	mar	640
F0005	00008	Orçado	mar	773
F0005	00008	Orçado	mar	659
F0005	00008	Orçado	mar	549
F0005	00008	Orçado	mar	2418
F0005	00008	Orçado	mar	2912
F0005	00008	Orçado	nov	248
F0005	00008	Orçado	nov	379
F0005	00008	Orçado	nov	510
F0005	00008	Orçado	nov	160
F0005	00008	Orçado	nov	219
F0005	00008	Orçado	nov	131
F0005	00008	Orçado	nov	934
F0005	00008	Orçado	nov	1429
F0005	00008	Orçado	nov	1923
F0005	00008	Orçado	nov	604
F0005	00008	Orçado	nov	824
F0005	00008	Orçado	nov	495
F0005	00008	Orçado	out	291
F0005	00008	Orçado	out	219
F0005	00008	Orçado	out	44
F0005	00008	Orçado	out	480
F0005	00008	Orçado	out	189
F0005	00008	Orçado	out	74
F0005	00008	Orçado	out	131
F0005	00008	Orçado	out	219
F0005	00008	Orçado	out	160
F0005	00008	Orçado	out	248
F0005	00008	Orçado	out	88
F0005	00008	Orçado	out	263
F0005	00008	Orçado	out	350
F0005	00008	Orçado	out	189
F0005	00008	Orçado	out	160
F0005	00008	Orçado	out	1099
F0005	00008	Orçado	out	824
F0005	00008	Orçado	out	165
F0005	00008	Orçado	out	1813
F0005	00008	Orçado	out	714
F0005	00008	Orçado	out	275
F0005	00008	Orçado	out	495
F0005	00008	Orçado	out	824
F0005	00008	Orçado	out	604
F0005	00008	Orçado	out	934
F0005	00008	Orçado	out	330
F0005	00008	Orçado	out	989
F0005	00008	Orçado	out	1319
F0005	00008	Orçado	out	714
F0005	00008	Orçado	out	604
F0005	00008	Orçado	set	160
F0005	00008	Orçado	set	44
F0005	00008	Orçado	set	44
F0005	00008	Orçado	set	59
F0005	00008	Orçado	set	44
F0005	00008	Orçado	set	74
F0005	00008	Orçado	set	604
F0005	00008	Orçado	set	165
F0005	00008	Orçado	set	165
F0005	00008	Orçado	set	220
F0005	00008	Orçado	set	165
F0005	00008	Orçado	set	275
F0006	00008	Orçado	abr	517
F0006	00008	Orçado	abr	704
F0006	00008	Orçado	abr	95
F0006	00008	Orçado	abr	1081
F0006	00008	Orçado	abr	423
F0006	00008	Orçado	abr	1733
F0006	00008	Orçado	abr	2364
F0006	00008	Orçado	abr	315
F0006	00008	Orçado	abr	3625
F0006	00008	Orçado	abr	1418
F0006	00008	Orçado	ago	751
F0006	00008	Orçado	ago	564
F0006	00008	Orçado	ago	2521
F0006	00008	Orçado	ago	1891
F0006	00008	Orçado	dez	704
F0006	00008	Orçado	dez	95
F0006	00008	Orçado	dez	469
F0006	00008	Orçado	dez	2364
F0006	00008	Orçado	dez	315
F0006	00008	Orçado	dez	1576
F0006	00008	Orçado	jul	610
F0006	00008	Orçado	jul	235
F0006	00008	Orçado	jul	469
F0006	00008	Orçado	jul	1127
F0006	00008	Orçado	jul	2049
F0006	00008	Orçado	jul	788
F0006	00008	Orçado	jul	1576
F0006	00008	Orçado	jul	3782
F0006	00008	Orçado	jun	423
F0006	00008	Orçado	jun	469
F0006	00008	Orçado	jun	1418
F0006	00008	Orçado	jun	1576
F0006	00008	Orçado	mai	282
F0006	00008	Orçado	mai	1033
F0006	00008	Orçado	mai	946
F0006	00008	Orçado	mai	3467
F0006	00008	Orçado	mar	517
F0006	00008	Orçado	mar	610
F0006	00008	Orçado	mar	3522
F0006	00008	Orçado	mar	1081
F0006	00008	Orçado	mar	1733
F0006	00008	Orçado	mar	2049
F0006	00008	Orçado	mar	11819
F0006	00008	Orçado	mar	3625
F0006	00008	Orçado	nov	1363
F0006	00008	Orçado	nov	423
F0006	00008	Orçado	nov	986
F0006	00008	Orçado	nov	517
F0006	00008	Orçado	nov	4570
F0006	00008	Orçado	nov	1418
F0006	00008	Orçado	nov	3309
F0006	00008	Orçado	nov	1733
F0006	00008	Orçado	out	564
F0006	00008	Orçado	out	564
F0006	00008	Orçado	out	658
F0006	00008	Orçado	out	376
F0006	00008	Orçado	out	517
F0006	00008	Orçado	out	564
F0006	00008	Orçado	out	1891
F0006	00008	Orçado	out	1891
F0006	00008	Orçado	out	2206
F0006	00008	Orçado	out	1261
F0006	00008	Orçado	out	1733
F0006	00008	Orçado	out	1891
F0006	00008	Orçado	set	658
F0006	00008	Orçado	set	187
F0006	00008	Orçado	set	46
F0006	00008	Orçado	set	892
F0006	00008	Orçado	set	892
F0006	00008	Orçado	set	2206
F0006	00008	Orçado	set	630
F0006	00008	Orçado	set	158
F0006	00008	Orçado	set	2994
F0006	00008	Orçado	set	2994
F0008	00008	Orçado	abr	111
F0008	00008	Orçado	abr	177
F0008	00008	Orçado	abr	243
F0008	00008	Orçado	abr	177
F0008	00008	Orçado	abr	88
F0008	00008	Orçado	abr	66
F0008	00008	Orçado	abr	774
F0008	00008	Orçado	abr	641
F0008	00008	Orçado	abr	328
F0008	00008	Orçado	abr	525
F0008	00008	Orçado	abr	722
F0008	00008	Orçado	abr	525
F0008	00008	Orçado	abr	263
F0008	00008	Orçado	abr	197
F0008	00008	Orçado	abr	2297
F0008	00008	Orçado	abr	1904
F0008	00008	Orçado	ago	133
F0008	00008	Orçado	ago	111
F0008	00008	Orçado	ago	44
F0008	00008	Orçado	ago	243
F0008	00008	Orçado	ago	394
F0008	00008	Orçado	ago	328
F0008	00008	Orçado	ago	131
F0008	00008	Orçado	ago	722
F0008	00008	Orçado	dez	44
F0008	00008	Orçado	dez	265
F0008	00008	Orçado	dez	155
F0008	00008	Orçado	dez	66
F0008	00008	Orçado	dez	131
F0008	00008	Orçado	dez	788
F0008	00008	Orçado	dez	459
F0008	00008	Orçado	dez	197
F0008	00008	Orçado	fev	354
F0008	00008	Orçado	fev	487
F0008	00008	Orçado	fev	1050
F0008	00008	Orçado	fev	1444
F0008	00008	Orçado	jan	641
F0008	00008	Orçado	jan	863
F0008	00008	Orçado	jan	1904
F0008	00008	Orçado	jan	2560
F0008	00008	Orçado	jul	88
F0008	00008	Orçado	jul	155
F0008	00008	Orçado	jul	354
F0008	00008	Orçado	jul	332
F0008	00008	Orçado	jul	288
F0008	00008	Orçado	jul	88
F0008	00008	Orçado	jul	22
F0008	00008	Orçado	jul	263
F0008	00008	Orçado	jul	459
F0008	00008	Orçado	jul	1050
F0008	00008	Orçado	jul	985
F0008	00008	Orçado	jul	853
F0008	00008	Orçado	jul	263
F0008	00008	Orçado	jul	66
F0008	00008	Orçado	jun	177
F0008	00008	Orçado	jun	310
F0008	00008	Orçado	jun	155
F0008	00008	Orçado	jun	22
F0008	00008	Orçado	jun	221
F0008	00008	Orçado	jun	66
F0008	00008	Orçado	jun	243
F0008	00008	Orçado	jun	525
F0008	00008	Orçado	jun	919
F0008	00008	Orçado	jun	459
F0008	00008	Orçado	jun	66
F0008	00008	Orçado	jun	656
F0008	00008	Orçado	jun	197
F0008	00008	Orçado	jun	722
F0008	00008	Orçado	mai	88
F0008	00008	Orçado	mai	111
F0008	00008	Orçado	mai	88
F0008	00008	Orçado	mai	288
F0008	00008	Orçado	mai	66
F0008	00008	Orçado	mai	263
F0008	00008	Orçado	mai	328
F0008	00008	Orçado	mai	263
F0008	00008	Orçado	mai	853
F0008	00008	Orçado	mai	197
F0008	00008	Orçado	mar	774
F0008	00008	Orçado	mar	664
F0008	00008	Orçado	mar	288
F0008	00008	Orçado	mar	22
F0008	00008	Orçado	mar	2297
F0008	00008	Orçado	mar	1969
F0008	00008	Orçado	mar	853
F0008	00008	Orçado	mar	66
F0008	00008	Orçado	nov	177
F0008	00008	Orçado	nov	88
F0008	00008	Orçado	nov	243
F0008	00008	Orçado	nov	44
F0008	00008	Orçado	nov	525
F0008	00008	Orçado	nov	263
F0008	00008	Orçado	nov	722
F0008	00008	Orçado	nov	131
F0008	00008	Orçado	out	44
F0008	00008	Orçado	out	44
F0008	00008	Orçado	out	243
F0008	00008	Orçado	out	265
F0008	00008	Orçado	out	44
F0008	00008	Orçado	out	133
F0008	00008	Orçado	out	221
F0008	00008	Orçado	out	376
F0008	00008	Orçado	out	131
F0008	00008	Orçado	out	131
F0008	00008	Orçado	out	722
F0008	00008	Orçado	out	788
F0008	00008	Orçado	out	131
F0008	00008	Orçado	out	394
F0008	00008	Orçado	out	656
F0008	00008	Orçado	out	1116
F0008	00008	Orçado	set	66
F0008	00008	Orçado	set	66
F0008	00008	Orçado	set	22
F0008	00008	Orçado	set	243
F0008	00008	Orçado	set	332
F0008	00008	Orçado	set	221
F0008	00008	Orçado	set	575
F0008	00008	Orçado	set	88
F0008	00008	Orçado	set	197
F0008	00008	Orçado	set	197
F0008	00008	Orçado	set	66
F0008	00008	Orçado	set	722
F0008	00008	Orçado	set	985
F0008	00008	Orçado	set	656
F0008	00008	Orçado	set	1707
F0008	00008	Orçado	set	263
F0009	00008	Orçado	abr	4595
F0009	00008	Orçado	abr	7286
F0009	00008	Orçado	abr	2560
F0009	00008	Orçado	abr	788
F0009	00008	Orçado	abr	5251
F0009	00008	Orçado	abr	2560
F0009	00008	Orçado	abr	12659
F0009	00008	Orçado	abr	20073
F0009	00008	Orçado	abr	7053
F0009	00008	Orçado	abr	2170
F0009	00008	Orçado	abr	14467
F0009	00008	Orçado	abr	7053
F0009	00008	Orçado	ago	459
F0009	00008	Orçado	ago	656
F0009	00008	Orçado	ago	1266
F0009	00008	Orçado	ago	1808
F0009	00008	Orçado	dez	788
F0009	00008	Orçado	dez	459
F0009	00008	Orçado	dez	4070
F0009	00008	Orçado	dez	1969
F0009	00008	Orçado	dez	2100
F0009	00008	Orçado	dez	6170
F0009	00008	Orçado	dez	2170
F0009	00008	Orçado	dez	1266
F0009	00008	Orçado	dez	11212
F0009	00008	Orçado	dez	5425
F0009	00008	Orçado	dez	5787
F0009	00008	Orçado	dez	16999
F0009	00008	Orçado	fev	4201
F0009	00008	Orçado	fev	2954
F0009	00008	Orçado	fev	11574
F0009	00008	Orçado	fev	8138
F0009	00008	Orçado	jan	985
F0009	00008	Orçado	jan	788
F0009	00008	Orçado	jan	394
F0009	00008	Orçado	jan	5317
F0009	00008	Orçado	jan	2713
F0009	00008	Orçado	jan	2170
F0009	00008	Orçado	jan	1085
F0009	00008	Orçado	jan	14648
F0009	00008	Orçado	jul	3348
F0009	00008	Orçado	jul	656
F0009	00008	Orçado	jul	919
F0009	00008	Orçado	jul	591
F0009	00008	Orçado	jul	9223
F0009	00008	Orçado	jul	1808
F0009	00008	Orçado	jul	2532
F0009	00008	Orçado	jul	1628
F0009	00008	Orçado	jun	5448
F0009	00008	Orçado	jun	4332
F0009	00008	Orçado	jun	1510
F0009	00008	Orçado	jun	3807
F0009	00008	Orçado	jun	525
F0009	00008	Orçado	jun	15010
F0009	00008	Orçado	jun	11935
F0009	00008	Orçado	jun	4159
F0009	00008	Orçado	jun	10489
F0009	00008	Orçado	jun	1447
F0009	00008	Orçado	mai	853
F0009	00008	Orçado	mai	5776
F0009	00008	Orçado	mai	3938
F0009	00008	Orçado	mai	722
F0009	00008	Orçado	mai	788
F0009	00008	Orçado	mai	2351
F0009	00008	Orçado	mai	15914
F0009	00008	Orçado	mai	10850
F0009	00008	Orçado	mai	1989
F0009	00008	Orçado	mai	2170
F0009	00008	Orçado	mar	1838
F0009	00008	Orçado	mar	2429
F0009	00008	Orçado	mar	1378
F0009	00008	Orçado	mar	2823
F0009	00008	Orçado	mar	3676
F0009	00008	Orçado	mar	1378
F0009	00008	Orçado	mar	5064
F0009	00008	Orçado	mar	6691
F0009	00008	Orçado	mar	3798
F0009	00008	Orçado	mar	7776
F0009	00008	Orçado	mar	10127
F0009	00008	Orçado	mar	3798
F0009	00008	Orçado	nov	459
F0009	00008	Orçado	nov	1378
F0009	00008	Orçado	nov	4332
F0009	00008	Orçado	nov	591
F0009	00008	Orçado	nov	1266
F0009	00008	Orçado	nov	3798
F0009	00008	Orçado	nov	11935
F0009	00008	Orçado	nov	1628
F0009	00008	Orçado	out	2494
F0009	00008	Orçado	out	853
F0009	00008	Orçado	out	2757
F0009	00008	Orçado	out	2691
F0009	00008	Orçado	out	1838
F0009	00008	Orçado	out	2429
F0009	00008	Orçado	out	4135
F0009	00008	Orçado	out	1182
F0009	00008	Orçado	out	6872
F0009	00008	Orçado	out	2351
F0009	00008	Orçado	out	7595
F0009	00008	Orçado	out	7414
F0009	00008	Orçado	out	5064
F0009	00008	Orçado	out	6691
F0009	00008	Orçado	out	11393
F0009	00008	Orçado	out	3255
F0009	00008	Orçado	set	4201
F0009	00008	Orçado	set	8533
F0009	00008	Orçado	set	2954
F0009	00008	Orçado	set	656
F0009	00008	Orçado	set	2560
F0009	00008	Orçado	set	2035
F0009	00008	Orçado	set	11574
F0009	00008	Orçado	set	23509
F0009	00008	Orçado	set	8138
F0009	00008	Orçado	set	1808
F0009	00008	Orçado	set	7053
F0009	00008	Orçado	set	5606
F0010	00008	Orçado	abr	251
F0010	00008	Orçado	abr	158
F0010	00008	Orçado	abr	188
F0010	00008	Orçado	abr	188
F0010	00008	Orçado	abr	535
F0010	00008	Orçado	abr	911
F0010	00008	Orçado	abr	570
F0010	00008	Orçado	abr	683
F0010	00008	Orçado	abr	683
F0010	00008	Orçado	abr	1937
F0010	00008	Orçado	ago	126
F0010	00008	Orçado	ago	456
F0010	00008	Orçado	dez	188
F0010	00008	Orçado	dez	251
F0010	00008	Orçado	dez	683
F0010	00008	Orçado	dez	911
F0010	00008	Orçado	jul	409
F0010	00008	Orçado	jul	567
F0010	00008	Orçado	jul	314
F0010	00008	Orçado	jul	188
F0010	00008	Orçado	jul	1481
F0010	00008	Orçado	jul	2050
F0010	00008	Orçado	jul	1139
F0010	00008	Orçado	jul	683
F0010	00008	Orçado	jun	284
F0010	00008	Orçado	jun	188
F0010	00008	Orçado	jun	251
F0010	00008	Orçado	jun	1025
F0010	00008	Orçado	jun	683
F0010	00008	Orçado	jun	911
F0010	00008	Orçado	mai	158
F0010	00008	Orçado	mai	158
F0010	00008	Orçado	mai	221
F0010	00008	Orçado	mai	188
F0010	00008	Orçado	mai	570
F0010	00008	Orçado	mai	570
F0010	00008	Orçado	mai	797
F0010	00008	Orçado	mai	683
F0010	00008	Orçado	mar	567
F0010	00008	Orçado	mar	126
F0010	00008	Orçado	mar	535
F0010	00008	Orçado	mar	2050
F0010	00008	Orçado	mar	456
F0010	00008	Orçado	mar	1937
F0010	00008	Orçado	nov	188
F0010	00008	Orçado	nov	683
F0010	00008	Orçado	out	1668
